sight_grp,mean_grp_p,mean_grp_pvar,mean_grp_ptau
1,0.3220338983050847,0.0037004757058900863,270.23552631578946
2,0.7561223413764481,0.005515205478960105,181.31690719681956
3,0.9420672359792482,8.806714496165624e-4,1135.4972395612374
