herd,year,count,Sightability,sd,MinUsed,Est_CL,Est_CL.min,Est_CL.max,herd_num,trt
Rainbows,1996,127,NA,NA,0,157.10607552955042,144.0361778420136,172.7846176003773,31,NA
Rainbows,1995,178,NA,NA,0,220.19591688393683,201.87747760534188,242.1705664005288,31,NA
Rainbows,1995,145,NA,NA,0,179.37307836051033,164.4507542290706,197.2737760004308,31,NA
Rainbows,1988,84,NA,NA,0,103.91267987781288,95.26802313959952,114.28273920024957,31,NA
Rainbows,1987,103,NA,NA,0,127.4167384216039,116.81674265927086,140.132406400306,31,NA
Rainbows,1987,51,NA,NA,0,63.0898413543864,57.84129976332829,69.38594880015151,31,NA
Rainbows,1986,118,1,0.15491610309777096,0,118,102.17192372977983,139.63110696174093,31,NA
Rainbows,1986,117,NA,NA,0,144.73551840123935,132.69474651587078,159.1795296003476,31,NA
Rainbows,1985,75,1,0.2105178264548048,0,75,61.95695623884325,94.99897846104628,31,NA
Takla,2020,37,NA,NA,0,45.771061374750914,41.96329590672837,50.33882560010992,34,NA
Takla,2018,39,NA,NA,0,48.24517280041312,44.23158217195693,53.05984320011586,34,NA
Takla,2017,44,0.99,0.07335189537830897,1,44.44444444444444,41.37858802080388,48.00097199585571,34,NA
Takla,2015,67,NA,NA,0,82.88273275968409,75.98758988515677,91.15408960019904,34,NA
Takla,2012,70,NA,NA,0,86.5938998981774,79.39001928299962,95.23561600020795,34,NA
Takla,2004,122,NA,NA,0,150.9207969653949,138.36546217894218,165.98207360036244,34,NA
Takla,1995,80,NA,NA,0,98.96445702648846,90.7314506091424,108.84070400023766,34,NA
Takla,1993,82,NA,NA,0,101.43856845215068,92.99973687437095,111.5617216002436,34,NA
Telkwa,1996,13,0.99,0.07335189537830897,1,13.131313131313131,12.22549191523751,14.182105362411912,35,NA
Telkwa,1987,40,0.99,0.07335189537830897,1,40.4040404040404,37.6168982007308,43.63724726895973,35,NA
Tonquin,2003,60,0.8,0.08232226321751376,0,60,54.40189146419264,66.882386815,36,NA
Tonquin,2004,62,0.8,0.09336326978014955,0,62,55.520527514195,70.191652767,36,NA
Tonquin,2005,67,0.8,0.08448960639647848,0,67,60.59992069140656,74.911560306,36,NA
Tonquin,2006,76,0.8,0.06184461324832197,0,76,70.54635959357303,82.36748128,36,NA
Tonquin,2007,74,0.8,0.0195685317996081,0,74,72.23312963225744,75.855475352,36,NA
Tonquin,2008,101,0.8,0.021170873181992827,0,101,98.39608617254576,103.745477946,36,NA
Tonquin,2009,100,0.8,0.015028538641652428,0,100,98.15607209697228,101.914533124,36,NA
Tonquin,2010,85,0.8,0.01693527701335128,0,85,83.23792828313455,86.83828808,36,NA
Tonquin,2011,79,0.8,0.0156229278261427,0,79,77.48678690095828,80.573492319,36,NA
Tonquin,2012,50,0.8,0.03499777581159147,0,50,47.90431921943895,52.287429677,36,NA
Tonquin,2013,55,0.8,0.02187626637062325,0,55,53.53603918300556,56.546276766,36,NA
Tonquin,2014,58.00000000000001,0.8,0.01704183396373413,0,58.00000000000001,56.79023774694448,59.26242552000001,36,NA
Tonquin,2015,41,0.8,0.028170763745289797,0,41,39.60535850319861,42.49644670000001,36,NA
Tonquin,2016,38,0.8,0.035697029247152644,0,38,36.37681951243286,39.774802877,36,NA
Tonquin,2017,41,0.8,0.02914384748848108,0,41,39.55887762944014,42.550091730000005,36,NA
Tonquin,2018,49,0.8,0.023190111144783577,0,49,47.619619659286045,50.462797349,36,NA
Tonquin,2019,38,0.8,0.13222537476704407,0,38,32.61014001855155,45.524341374,36,NA
Wells Gray North,2020,202,NA,NA,0,249.88525399188336,229.09691278808455,274.8227776006001,38,NA
Wells Gray North,2018,192,NA,NA,0,237.5146968635723,217.7554814619418,261.2176896005704,38,NA
Wells Gray North,2015,173,NA,NA,0,214.0106383197813,196.20676194227048,235.36802240051395,38,NA
Wells Gray North,2001,154,0.7142857142857143,0.17074694419062766,0,215.6,174.0048782664404,283.3284550668929,38,NA
Wells Gray North,2000,148,0.7777777777777778,0.13857990321384966,0,190.28571428571428,161.50898614157222,231.54019418629665,38,NA
Wells Gray North,1999,151,0.875,0.11692679333668568,0,172.57142857142858,152.22897598325756,199.18920583492425,38,NA
Wells Gray North,1998,184,1,0.07394320641742626,0,184,171.33122021769356,198.6919174667156,38,NA
Wells Gray North,1996,231,1,0.06023079646320973,0,231,217.87708937580908,245.8050329066319,38,NA
Wells Gray North,1995,243,0.8235294117647058,0.09245944094039717,0,295.0714285714286,265.28707121530044,332.3895245293804,38,NA
Wells Gray North,1994,249,0.9473684210526316,0.05122781719918819,0,262.83333333333337,249.35002803125795,277.8581831124371,38,NA
Wells Gray North,1993,216,0.8666666666666667,0.0877707451472511,0,249.23076923076923,226.3113299273232,277.31561307785813,38,NA
Wells Gray South,2020,132,NA,NA,0,163.29135409370596,149.706893505085,179.58716160039214,39,NA
Wells Gray South,2019,113,NA,NA,0,139.78729554991494,128.15817398541367,153.7374944003357,39,NA
Wells Gray South,2017,123,NA,NA,0,152.157852678226,139.49960531155645,167.34258240036542,39,NA
Wells Gray South,2013,110,NA,NA,0,136.07612841142162,124.75574458757082,149.6559680003268,39,NA
Wells Gray South,2011,166,NA,NA,0,205.3512483299636,188.2677600139705,225.84446080049315,39,NA
Wells Gray South,2008,159,NA,NA,0,196.6918583401458,180.32875808567056,216.32089920047235,39,NA
Wells Gray South,2006,201,NA,NA,0,248.64819827905225,227.9627696554703,273.46226880059714,39,NA
Wolverine,2019,253,0.9583333333333334,0.04078937543219002,0,264,253.222149572195,275.73610814105365,40,NA
Wolverine,2018,233.75757575757572,0.8787878787878788,0.05681435554915709,0,266,249.84717562502988,284.3857729583909,40,NA
Wolverine,2016,270,0.75,0.08183170883849714,0,360,324.5848855377325,404.0898132574482,40,NA
Wolverine,2010,341,1,0.102412899491369,0,341,309.32148939596993,379.90742046846185,40,NA
Wolverine,2009,378,1,0.05170041896477011,0,378,359.41794182423183,398.60821153938383,40,NA
Wolverine,2008,349.25,0.9166666666666666,0.07978559231302819,0,381,350.4934600254811,417.3233338676487,40,NA
Wolverine,2007,375,1,0.09004859104255088,0,375,344.0213611407362,412.109917418168,40,NA
