herd,year,est,sd,name,value
Wells Gray South,1998,0.8499999999999999,0.07984359711335655,greenness_scale,0.219537657236855
Wells Gray South,1999,1,0.05556456383422266,dist.hum,0.16875475940084922
Wells Gray South,1999,1,0.05556456383422266,dist.nat,0.02940252142529595
Wells Gray South,1999,1,0.05556456383422266,dist.all,0.1981572808261452
Wells Gray South,1999,1,0.05556456383422266,dist.hum.es,0.16875475940084922
Wells Gray South,1999,1,0.05556456383422266,dist.cuts,0.16863086388406176
Wells Gray South,1999,1,0.05556456383422266,grow.seas.length,137.40018075918624
Wells Gray South,1999,1,0.05556456383422266,snow.depth,678.4701747338784
Wells Gray South,1999,1,0.05556456383422266,cooler.winter,366.8123293049609
Wells Gray South,1999,1,0.05556456383422266,warm.dry.summer,-209.25078448249187
Wells Gray South,1999,1,0.05556456383422266,start.spring,178.026109660574
Wells Gray South,1999,1,0.05556456383422266,rain.on.snow,9.503295986581891
Wells Gray South,1999,1,0.05556456383422266,greenness,622.5082872928176
Wells Gray South,1999,1,0.05556456383422266,dist.hum_scale,0.4110325961047327
Wells Gray South,1999,1,0.05556456383422266,dist.nat_scale,0.09125312610186358
Wells Gray South,1999,1,0.05556456383422266,dist.all_scale,0.4468500462737481
Wells Gray South,1999,1,0.05556456383422266,dist.hum.es_scale,0.4320723748997994
Wells Gray South,1999,1,0.05556456383422266,dist.cuts_scale,0.5098619538890035
Wells Gray South,1999,1,0.05556456383422266,grow.seas.length_scale,-0.013857447538652583
Wells Gray South,1999,1,0.05556456383422266,snow.depth_scale,0.5670798424666655
Wells Gray South,1999,1,0.05556456383422266,cooler.winter_scale,-0.4699621211306402
Wells Gray South,1999,1,0.05556456383422266,warm.dry.summer_scale,-2.5200485445711682
Wells Gray South,1999,1,0.05556456383422266,start.spring_scale,1.149767483140536
Wells Gray South,1999,1,0.05556456383422266,rain.on.snow_scale,0.06473384130725272
Wells Gray South,1999,1,0.05556456383422266,greenness_scale,-0.207312216654937
Wells Gray South,2000,0.8156862745098039,0.0962816703429334,dist.hum,0.17226613965756202
Wells Gray South,2000,0.8156862745098039,0.0962816703429334,dist.nat,0.0293753248475215
Wells Gray South,2000,0.8156862745098039,0.0962816703429334,dist.all,0.20164146450508352
Wells Gray South,2000,0.8156862745098039,0.0962816703429334,dist.hum.es,0.17226613965756202
Wells Gray South,2000,0.8156862745098039,0.0962816703429334,dist.cuts,0.17214224414073512
Wells Gray South,2000,0.8156862745098039,0.0962816703429334,grow.seas.length,139.62382004418464
Wells Gray South,2000,0.8156862745098039,0.0962816703429334,snow.depth,570.6970275155641
Wells Gray South,2000,0.8156862745098039,0.0962816703429334,cooler.winter,379.9971094185991
Wells Gray South,2000,0.8156862745098039,0.0962816703429334,warm.dry.summer,-128.5122336996695
Wells Gray South,2000,0.8156862745098039,0.0962816703429334,start.spring,169.11618798955683
Wells Gray South,2000,0.8156862745098039,0.0962816703429334,rain.on.snow,7.480259020288424
Wells Gray South,2000,0.8156862745098039,0.0962816703429334,greenness,640.5082872928176
Wells Gray South,2000,0.8156862745098039,0.0962816703429334,dist.hum_scale,0.4352916670018183
Wells Gray South,2000,0.8156862745098039,0.0962816703429334,dist.nat_scale,0.09060196830427793
Wells Gray South,2000,0.8156862745098039,0.0962816703429334,dist.all_scale,0.47144331383075044
Wells Gray South,2000,0.8156862745098039,0.0962816703429334,dist.hum.es_scale,0.4563463530838862
Wells Gray South,2000,0.8156862745098039,0.0962816703429334,dist.cuts_scale,0.5340638277938757
Wells Gray South,2000,0.8156862745098039,0.0962816703429334,grow.seas.length_scale,0.09248293332830639
Wells Gray South,2000,0.8156862745098039,0.0962816703429334,snow.depth_scale,0.09737596824030317
Wells Gray South,2000,0.8156862745098039,0.0962816703429334,cooler.winter_scale,-0.3675103400956552
Wells Gray South,2000,0.8156862745098039,0.0962816703429334,warm.dry.summer_scale,-0.9228313401704694
Wells Gray South,2000,0.8156862745098039,0.0962816703429334,start.spring_scale,0.45129673361494
Wells Gray South,2000,0.8156862745098039,0.0962816703429334,rain.on.snow_scale,-0.22938416713427845
Wells Gray South,2000,0.8156862745098039,0.0962816703429334,greenness_scale,-0.017704623889315055
Wells Gray South,2001,0.7692307692307693,0.11685454235580772,dist.hum,0.17520336995803998
Wells Gray South,2001,0.7692307692307693,0.11685454235580772,dist.nat,0.01917358668476018
Wells Gray South,2001,0.7692307692307693,0.11685454235580772,dist.all,0.19437695664280016
Wells Gray South,2001,0.7692307692307693,0.11685454235580772,dist.hum.es,0.17520336995803998
Wells Gray South,2001,0.7692307692307693,0.11685454235580772,dist.cuts,0.17507947444114244
Wells Gray South,2001,0.7692307692307693,0.11685454235580772,grow.seas.length,144.12843944567072
Wells Gray South,2001,0.7692307692307693,0.11685454235580772,snow.depth,848.7764611367861
Wells Gray South,2001,0.7692307692307693,0.11685454235580772,cooler.winter,363.5683289488256
Wells Gray South,2001,0.7692307692307693,0.11685454235580772,warm.dry.summer,-174.8135582120169
Wells Gray South,2001,0.7692307692307693,0.11685454235580772,start.spring,156.61448081944218
Wells Gray South,2001,0.7692307692307693,0.11685454235580772,rain.on.snow,11.700193333489471
Wells Gray South,2001,0.7692307692307693,0.11685454235580772,greenness,653.8820224719101
Wells Gray South,2001,0.7692307692307693,0.11685454235580772,dist.hum_scale,0.45558410840406854
Wells Gray South,2001,0.7692307692307693,0.11685454235580772,dist.nat_scale,-0.15365454840533332
Wells Gray South,2001,0.7692307692307693,0.11685454235580772,dist.all_scale,0.4201664576170386
Wells Gray South,2001,0.7692307692307693,0.11685454235580772,dist.hum.es_scale,0.4766512642649347
Wells Gray South,2001,0.7692307692307693,0.11685454235580772,dist.cuts_scale,0.5543084245517828
Wells Gray South,2001,0.7692307692307693,0.11685454235580772,grow.seas.length_scale,0.3079058870629395
Wells Gray South,2001,0.7692307692307693,0.11685454235580772,snow.depth_scale,1.3093196730109908
Wells Gray South,2001,0.7692307692307693,0.11685454235580772,cooler.winter_scale,-0.49516948987700277
Wells Gray South,2001,0.7692307692307693,0.11685454235580772,warm.dry.summer_scale,-1.8387912054470588
Wells Gray South,2001,0.7692307692307693,0.11685454235580772,start.spring_scale,-0.5287429457308193
Wells Gray South,2001,0.7692307692307693,0.11685454235580772,rain.on.snow_scale,0.38412843625960663
Wells Gray South,2001,0.7692307692307693,0.11685454235580772,greenness_scale,0.12317102797694263
Wells Gray South,2002,0.8181818181818181,0.11629129983033294,dist.hum,0.1817637886645332
Wells Gray South,2002,0.8181818181818181,0.11629129983033294,dist.nat,0.01591301930344574
Wells Gray South,2002,0.8181818181818181,0.11629129983033294,dist.all,0.1976768079679789
Wells Gray South,2002,0.8181818181818181,0.11629129983033294,dist.hum.es,0.1817637886645332
Wells Gray South,2002,0.8181818181818181,0.11629129983033294,dist.cuts,0.18163989314755263
Wells Gray South,2002,0.8181818181818181,0.11629129983033294,grow.seas.length,133.8408314922658
Wells Gray South,2002,0.8181818181818181,0.11629129983033294,snow.depth,589.6223137176149
Wells Gray South,2002,0.8181818181818181,0.11629129983033294,cooler.winter,276.51821961388384
Wells Gray South,2002,0.8181818181818181,0.11629129983033294,warm.dry.summer,-71.433626439835
Wells Gray South,2002,0.8181818181818181,0.11629129983033294,start.spring,168.63105041172972
Wells Gray South,2002,0.8181818181818181,0.11629129983033294,rain.on.snow,12.722787729146798
Wells Gray South,2002,0.8181818181818181,0.11629129983033294,greenness,642.6722222222221
Wells Gray South,2002,0.8181818181818181,0.11629129983033294,dist.hum_scale,0.5009080696045494
Wells Gray South,2002,0.8181818181818181,0.11629129983033294,dist.nat_scale,-0.23172113062403207
Wells Gray South,2002,0.8181818181818181,0.11629129983033294,dist.all_scale,0.44345860694573824
Wells Gray South,2002,0.8181818181818181,0.11629129983033294,dist.hum.es_scale,0.5220030772038649
Wells Gray South,2002,0.8181818181818181,0.11629129983033294,dist.cuts_scale,0.5995255228691624
Wells Gray South,2002,0.8181818181818181,0.11629129983033294,grow.seas.length_scale,-0.18407505398066273
Wells Gray South,2002,0.8181818181818181,0.11629129983033294,snow.depth_scale,0.17985736995662444
Wells Gray South,2002,0.8181818181818181,0.11629129983033294,cooler.winter_scale,-1.171588714451692
Wells Gray South,2002,0.8181818181818181,0.11629129983033294,warm.dry.summer_scale,0.20633103188977647
Wells Gray South,2002,0.8181818181818181,0.11629129983033294,start.spring_scale,0.4132656015669234
Wells Gray South,2002,0.8181818181818181,0.11629129983033294,rain.on.snow_scale,0.5327977053364104
Wells Gray South,2002,0.8181818181818181,0.11629129983033294,greenness_scale,0.0050897368254533585
Wells Gray South,2003,0.7999999999999999,0.12649110640673517,dist.hum,0.18810059107208416
Wells Gray South,2003,0.7999999999999999,0.12649110640673517,dist.nat,0.01632398979826829
Wells Gray South,2003,0.7999999999999999,0.12649110640673517,dist.all,0.20442458087035248
Wells Gray South,2003,0.7999999999999999,0.12649110640673517,dist.hum.es,0.18810059107208416
Wells Gray South,2003,0.7999999999999999,0.12649110640673517,dist.cuts,0.18797669555508345
Wells Gray South,2003,0.7999999999999999,0.12649110640673517,grow.seas.length,148.02048604137494
Wells Gray South,2003,0.7999999999999999,0.12649110640673517,snow.depth,615.8286804579358
Wells Gray South,2003,0.7999999999999999,0.12649110640673517,cooler.winter,342.42457040818726
Wells Gray South,2003,0.7999999999999999,0.12649110640673517,warm.dry.summer,-36.75208144886232
Wells Gray South,2003,0.7999999999999999,0.12649110640673517,start.spring,162.38612171118703
Wells Gray South,2003,0.7999999999999999,0.12649110640673517,rain.on.snow,9.3981272274118
Wells Gray South,2003,0.7999999999999999,0.12649110640673517,greenness,686.2624309392265
Wells Gray South,2003,0.7999999999999999,0.12649110640673517,dist.hum_scale,0.5446871330004095
Wells Gray South,2003,0.7999999999999999,0.12649110640673517,dist.nat_scale,-0.2218814131235184
Wells Gray South,2003,0.7999999999999999,0.12649110640673517,dist.all_scale,0.49108806615166933
Wells Gray South,2003,0.7999999999999999,0.12649110640673517,dist.hum.es_scale,0.5658090429928734
Wells Gray South,2003,0.7999999999999999,0.12649110640673517,dist.cuts_scale,0.6432013658758227
Wells Gray South,2003,0.7999999999999999,0.12649110640673517,grow.seas.length_scale,0.4940339700354596
Wells Gray South,2003,0.7999999999999999,0.12649110640673517,snow.depth_scale,0.29407164600806956
Wells Gray South,2003,0.7999999999999999,0.12649110640673517,cooler.winter_scale,-0.6594661790588994
Wells Gray South,2003,0.7999999999999999,0.12649110640673517,warm.dry.summer_scale,0.892421626750489
Wells Gray South,2003,0.7999999999999999,0.12649110640673517,start.spring_scale,-0.07628977178620672
Wells Gray South,2003,0.7999999999999999,0.12649110640673517,rain.on.snow_scale,0.04944394472466741
Wells Gray South,2003,0.7999999999999999,0.12649110640673517,greenness_scale,0.46425832254668886
Wells Gray South,2004,0.6136363636363635,0.152632331027312,dist.hum,0.19536812077638327
Wells Gray South,2004,0.6136363636363635,0.152632331027312,dist.nat,0.01633909900838068
Wells Gray South,2004,0.6136363636363635,0.152632331027312,dist.all,0.21170721978476395
Wells Gray South,2004,0.6136363636363635,0.152632331027312,dist.hum.es,0.19536812077638327
Wells Gray South,2004,0.6136363636363635,0.152632331027312,dist.cuts,0.1953137276227332
Wells Gray South,2004,0.6136363636363635,0.152632331027312,grow.seas.length,148.7050612572816
Wells Gray South,2004,0.6136363636363635,0.152632331027312,snow.depth,711.5834504920405
Wells Gray South,2004,0.6136363636363635,0.152632331027312,cooler.winter,349.008391376052
Wells Gray South,2004,0.6136363636363635,0.152632331027312,warm.dry.summer,-124.86209385644386
Wells Gray South,2004,0.6136363636363635,0.152632331027312,start.spring,166.79072102831998
Wells Gray South,2004,0.6136363636363635,0.152632331027312,rain.on.snow,16.190724651185025
Wells Gray South,2004,0.6136363636363635,0.152632331027312,greenness,664.4916666666667
Wells Gray South,2004,0.6136363636363635,0.152632331027312,dist.hum_scale,0.5948963115723467
Wells Gray South,2004,0.6136363636363635,0.152632331027312,dist.nat_scale,-0.22151965878583527
Wells Gray South,2004,0.6136363636363635,0.152632331027312,dist.all_scale,0.5424929012141348
Wells Gray South,2004,0.6136363636363635,0.152632331027312,dist.hum.es_scale,0.6160490752870428
Wells Gray South,2004,0.6136363636363635,0.152632331027312,dist.cuts_scale,0.6937712022243049
Wells Gray South,2004,0.6136363636363635,0.152632331027312,grow.seas.length_scale,0.5267721887217017
Wells Gray South,2004,0.6136363636363635,0.152632331027312,snow.depth_scale,0.711396254424352
Wells Gray South,2004,0.6136363636363635,0.152632331027312,cooler.winter_scale,-0.608306874287825
Wells Gray South,2004,0.6136363636363635,0.152632331027312,warm.dry.summer_scale,-0.8506221402338654
Wells Gray South,2004,0.6136363636363635,0.152632331027312,start.spring_scale,0.2689976392586271
Wells Gray South,2004,0.6136363636363635,0.152632331027312,rain.on.snow_scale,1.036981621846602
Wells Gray South,2004,0.6136363636363635,0.152632331027312,greenness_scale,0.23493042219180657
Wells Gray South,2005,0.8333333333333334,0.15214515486254615,dist.hum,0.19962891781814093
Wells Gray South,2005,0.8333333333333334,0.15214515486254615,dist.nat,0.01637536110983487
Wells Gray South,2005,0.8333333333333334,0.15214515486254615,dist.all,0.2160042789279758
Wells Gray South,2005,0.8333333333333334,0.15214515486254615,dist.hum.es,0.19962891781814093
Wells Gray South,2005,0.8333333333333334,0.15214515486254615,dist.cuts,0.19957452466447564
Wells Gray South,2005,0.8333333333333334,0.15214515486254615,grow.seas.length,153.06888933520912
Wells Gray South,2005,0.8333333333333334,0.15214515486254615,snow.depth,559.700542277577
Wells Gray South,2005,0.8333333333333334,0.15214515486254615,cooler.winter,294.012502117829
Wells Gray South,2005,0.8333333333333334,0.15214515486254615,warm.dry.summer,-169.26614068410984
Wells Gray South,2005,0.8333333333333334,0.15214515486254615,start.spring,154.9104237798761
Wells Gray South,2005,0.8333333333333334,0.15214515486254615,rain.on.snow,10.37005893177436
Wells Gray South,2005,0.8333333333333334,0.15214515486254615,greenness,639.1527777777778
Wells Gray South,2005,0.8333333333333334,0.15214515486254615,dist.hum_scale,0.6243328778105062
Wells Gray South,2005,0.8333333333333334,0.15214515486254615,dist.nat_scale,-0.2206514484428075
Wells Gray South,2005,0.8333333333333334,0.15214515486254615,dist.all_scale,0.5728238868783218
Wells Gray South,2005,0.8333333333333334,0.15214515486254615,dist.hum.es_scale,0.645503730401858
Wells Gray South,2005,0.8333333333333334,0.15214515486254615,dist.cuts_scale,0.7231383641950218
Wells Gray South,2005,0.8333333333333334,0.15214515486254615,grow.seas.length_scale,0.73546212461887
Wells Gray South,2005,0.8333333333333334,0.15214515486254615,snow.depth_scale,0.04945037775260341
Wells Gray South,2005,0.8333333333333334,0.15214515486254615,cooler.winter_scale,-1.0356501257903312
Wells Gray South,2005,0.8333333333333334,0.15214515486254615,warm.dry.summer_scale,-1.7290489493666803
Wells Gray South,2005,0.8333333333333334,0.15214515486254615,start.spring_scale,-0.6623281826843334
Wells Gray South,2005,0.8333333333333334,0.15214515486254615,rain.on.snow_scale,0.19074764900252134
Wells Gray South,2005,0.8333333333333334,0.15214515486254615,greenness_scale,-0.03198322922918112
Wells Gray South,2006,1,0.13281722752011557,dist.hum,0.205736060243182
Wells Gray South,2006,1,0.13281722752011557,dist.nat,0.01657480267366271
Wells Gray South,2006,1,0.13281722752011557,dist.all,0.2223108629168447
Wells Gray South,2006,1,0.13281722752011557,dist.hum.es,0.205736060243182
Wells Gray South,2006,1,0.13281722752011557,dist.cuts,0.2056816670899733
Wells Gray South,2006,1,0.13281722752011557,grow.seas.length,149.6175938943565
Wells Gray South,2006,1,0.13281722752011557,snow.depth,757.5050210885839
Wells Gray South,2006,1,0.13281722752011557,cooler.winter,317.28820165727103
Wells Gray South,2006,1,0.13281722752011557,warm.dry.summer,-85.6795963892235
Wells Gray South,2006,1,0.13281722752011557,start.spring,161.00562361920103
Wells Gray South,2006,1,0.13281722752011557,rain.on.snow,16.752672893713775
Wells Gray South,2006,1,0.13281722752011557,greenness,646.9558011049725
Wells Gray South,2006,1,0.13281722752011557,dist.hum_scale,0.6665252894083219
Wells Gray South,2006,1,0.13281722752011557,dist.nat_scale,-0.21587629141657383
Wells Gray South,2006,1,0.13281722752011557,dist.all_scale,0.6173391942504696
Wells Gray South,2006,1,0.13281722752011557,dist.hum.es_scale,0.687722069389541
Wells Gray South,2006,1,0.13281722752011557,dist.cuts_scale,0.7652312963461576
Wells Gray South,2006,1,0.13281722752011557,grow.seas.length_scale,0.5704119412817237
Wells Gray South,2006,1,0.13281722752011557,snow.depth_scale,0.9115346022083579
Wells Gray South,2006,1,0.13281722752011557,cooler.winter_scale,-0.8547872784695506
Wells Gray South,2006,1,0.13281722752011557,warm.dry.summer_scale,-0.07549107261819446
Wells Gray South,2006,1,0.13281722752011557,start.spring_scale,-0.18451042429369802
Wells Gray South,2006,1,0.13281722752011557,rain.on.snow_scale,1.1186801279508143
Wells Gray South,2006,1,0.13281722752011557,greenness_scale,0.05021190795767271
Wells Gray South,2007,1,0.13381959196394863,dist.hum,0.2144359429961516
Wells Gray South,2007,1,0.13381959196394863,dist.nat,0.01622729085771854
Wells Gray South,2007,1,0.13381959196394863,dist.all,0.23066323385387016
Wells Gray South,2007,1,0.13381959196394863,dist.hum.es,0.2144359429961516
Wells Gray South,2007,1,0.13381959196394863,dist.cuts,0.21438154984243551
Wells Gray South,2007,1,0.13381959196394863,grow.seas.length,143.79815223940687
Wells Gray South,2007,1,0.13381959196394863,snow.depth,869.9986945169861
Wells Gray South,2007,1,0.13381959196394863,cooler.winter,412.7065241155345
Wells Gray South,2007,1,0.13381959196394863,warm.dry.summer,-90.91064831409436
Wells Gray South,2007,1,0.13381959196394863,start.spring,169.60905804378382
Wells Gray South,2007,1,0.13381959196394863,rain.on.snow,8.527194800959682
Wells Gray South,2007,1,0.13381959196394863,greenness,668.3972222222221
Wells Gray South,2007,1,0.13381959196394863,dist.hum_scale,0.7266301647197182
Wells Gray South,2007,1,0.13381959196394863,dist.nat_scale,-0.2241966407848602
Wells Gray South,2007,1,0.13381959196394863,dist.all_scale,0.6762947810156855
Wells Gray South,2007,1,0.13381959196394863,dist.hum.es_scale,0.747863879364686
Wells Gray South,2007,1,0.13381959196394863,dist.cuts_scale,0.8251944589692055
Wells Gray South,2007,1,0.13381959196394863,grow.seas.length_scale,0.29211066904060334
Wells Gray South,2007,1,0.13381959196394863,snow.depth_scale,1.4018117779155979
Wells Gray South,2007,1,0.13381959196394863,cooler.winter_scale,-0.1133432046993998
Wells Gray South,2007,1,0.13381959196394863,warm.dry.summer_scale,-0.17897479941918043
Wells Gray South,2007,1,0.13381959196394863,start.spring_scale,0.48993403357173543
Wells Gray South,2007,1,0.13381959196394863,rain.on.snow_scale,-0.077176040487253
Wells Gray South,2007,1,0.13381959196394863,greenness_scale,0.27607058815298824
Wells Gray South,1985,1,0.04371226374452699,dist.hum,0.04705309980534506
Wells Gray South,1985,1,0.04371226374452699,dist.nat,0.03609892301563674
Wells Gray South,1985,1,0.04371226374452699,dist.all,0.0831520228209818
Wells Gray South,1985,1,0.04371226374452699,dist.hum.es,0.04705309980534506
Wells Gray South,1985,1,0.04371226374452699,dist.cuts,0.0468476145581163
Wells Gray South,1985,1,0.04371226374452699,grow.seas.length,129.1777465354501
Wells Gray South,1985,1,0.04371226374452699,snow.depth,577.4338220526283
Wells Gray South,1985,1,0.04371226374452699,cooler.winter,356.8524823302016
Wells Gray South,1985,1,0.04371226374452699,warm.dry.summer,-67.79038538657028
Wells Gray South,1985,1,0.04371226374452699,start.spring,151.86794537055647
Wells Gray South,1985,1,0.04371226374452699,rain.on.snow,12.334676574036756
Wells Gray South,1985,1,0.04371226374452699,greenness,642.6779661016949
Wells Gray South,1985,1,0.04371226374452699,dist.hum_scale,-0.429767594297941
Wells Gray South,1985,1,0.04371226374452699,dist.nat_scale,0.25158264062673175
Wells Gray South,1985,1,0.04371226374452699,dist.all_scale,-0.3649197515357949
Wells Gray South,1985,1,0.04371226374452699,dist.hum.es_scale,-0.40924449026763376
Wells Gray South,1985,1,0.04371226374452699,dist.cuts_scale,-0.3295181839672342
Wells Gray South,1985,1,0.04371226374452699,grow.seas.length_scale,-0.407076254610704
Wells Gray South,1985,1,0.04371226374452699,snow.depth_scale,0.12673670025563732
Wells Gray South,1985,1,0.04371226374452699,cooler.winter_scale,-0.5473546944314643
Wells Gray South,1985,1,0.04371226374452699,warm.dry.summer_scale,0.27840375593093386
Wells Gray South,1985,1,0.04371226374452699,start.spring_scale,-0.9008355740439624
Wells Gray South,1985,1,0.04371226374452699,rain.on.snow_scale,0.4763723992758641
Wells Gray South,1985,1,0.04371226374452699,greenness_scale,0.005150241445451766
Wells Gray South,1986,0.9130434782608696,0.05875338475584141,dist.hum,0.0535651690417883
Wells Gray South,1986,0.9130434782608696,0.05875338475584141,dist.nat,0.03521352334679416
Wells Gray South,1986,0.9130434782608696,0.05875338475584141,dist.all,0.08877869238858246
Wells Gray South,1986,0.9130434782608696,0.05875338475584141,dist.hum.es,0.0535651690417883
Wells Gray South,1986,0.9130434782608696,0.05875338475584141,dist.cuts,0.05339896773886402
Wells Gray South,1986,0.9130434782608696,0.05875338475584141,grow.seas.length,144.5375577425166
Wells Gray South,1986,0.9130434782608696,0.05875338475584141,snow.depth,528.3423378188473
Wells Gray South,1986,0.9130434782608696,0.05875338475584141,cooler.winter,301.20366092149544
Wells Gray South,1986,0.9130434782608696,0.05875338475584141,warm.dry.summer,-95.6192392311378
Wells Gray South,1986,0.9130434782608696,0.05875338475584141,start.spring,153.3300863627239
Wells Gray South,1986,0.9130434782608696,0.05875338475584141,rain.on.snow,12.7293797023137
Wells Gray South,1986,0.9130434782608696,0.05875338475584141,greenness,639.3259668508286
Wells Gray South,1986,0.9130434782608696,0.05875338475584141,dist.hum_scale,-0.38477766505527405
Wells Gray South,1986,0.9130434782608696,0.05875338475584141,dist.nat_scale,0.23038383748583682
Wells Gray South,1986,0.9130434782608696,0.05875338475584141,dist.all_scale,-0.32520365075519214
Wells Gray South,1986,0.9130434782608696,0.05875338475584141,dist.hum.es_scale,-0.36422691455036643
Wells Gray South,1986,0.9130434782608696,0.05875338475584141,dist.cuts_scale,-0.2843635689734843
Wells Gray South,1986,0.9130434782608696,0.05875338475584141,grow.seas.length_scale,0.3274710187818031
Wells Gray South,1986,0.9130434782608696,0.05875338475584141,snow.depth_scale,-0.08721696938546697
Wells Gray South,1986,0.9130434782608696,0.05875338475584141,cooler.winter_scale,-0.9797715278318447
Wells Gray South,1986,0.9130434782608696,0.05875338475584141,warm.dry.summer_scale,-0.27212289717754035
Wells Gray South,1986,0.9130434782608696,0.05875338475584141,start.spring_scale,-0.7862147330961321
Wells Gray South,1986,0.9130434782608696,0.05875338475584141,rain.on.snow_scale,0.5337560753770237
Wells Gray South,1986,0.9130434782608696,0.05875338475584141,greenness_scale,-0.030158897938376915
Wells Gray South,1987,0.8636363636363635,0.07316500499845359,dist.hum,0.06237081625990046
Wells Gray South,1987,0.8636363636363635,0.07316500499845359,dist.nat,0.03462124233969291
Wells Gray South,1987,0.8636363636363635,0.07316500499845359,dist.all,0.09699205859959335
Wells Gray South,1987,0.8636363636363635,0.07316500499845359,dist.hum.es,0.06237081625990046
Wells Gray South,1987,0.8636363636363635,0.07316500499845359,dist.cuts,0.06220461495700341
Wells Gray South,1987,0.8636363636363635,0.07316500499845359,grow.seas.length,153.5029122313718
Wells Gray South,1987,0.8636363636363635,0.07316500499845359,snow.depth,705.4695722032674
Wells Gray South,1987,0.8636363636363635,0.07316500499845359,cooler.winter,389.8650125353881
Wells Gray South,1987,0.8636363636363635,0.07316500499845359,warm.dry.summer,-98.54274609745768
Wells Gray South,1987,0.8636363636363635,0.07316500499845359,start.spring,163.76953203454548
Wells Gray South,1987,0.8636363636363635,0.07316500499845359,rain.on.snow,17.08369243670017
Wells Gray South,1987,0.8636363636363635,0.07316500499845359,greenness,641.8416666666667
Wells Gray South,1987,0.8636363636363635,0.07316500499845359,dist.hum_scale,-0.3239420948402481
Wells Gray South,1987,0.8636363636363635,0.07316500499845359,dist.nat_scale,0.21620306815028525
Wells Gray South,1987,0.8636363636363635,0.07316500499845359,dist.all_scale,-0.26722923511457247
Wells Gray South,1987,0.8636363636363635,0.07316500499845359,dist.hum.es_scale,-0.3033539606569248
Wells Gray South,1987,0.8636363636363635,0.07316500499845359,dist.cuts_scale,-0.22367143424407734
Wells Gray South,1987,0.8636363636363635,0.07316500499845359,grow.seas.length_scale,0.7562182609195256
Wells Gray South,1987,0.8636363636363635,0.07316500499845359,snow.depth_scale,0.684750356137945
Wells Gray South,1987,0.8636363636363635,0.07316500499845359,cooler.winter_scale,-0.2908322126879819
Wells Gray South,1987,0.8636363636363635,0.07316500499845359,warm.dry.summer_scale,-0.3299574188378319
Wells Gray South,1987,0.8636363636363635,0.07316500499845359,start.spring_scale,0.032159177725973494
Wells Gray South,1987,0.8636363636363635,0.07316500499845359,rain.on.snow_scale,1.1668052044375583
Wells Gray South,1987,0.8636363636363635,0.07316500499845359,greenness_scale,-0.0036591320382674407
Wells Gray South,1988,1,0.05264747215418276,dist.hum,0.07316483543058497
Wells Gray South,1988,1,0.05264747215418276,dist.nat,0.03444899735272437
Wells Gray South,1988,1,0.05264747215418276,dist.all,0.10761383278330934
Wells Gray South,1988,1,0.05264747215418276,dist.hum.es,0.07316483543058497
Wells Gray South,1988,1,0.05264747215418276,dist.cuts,0.07299863412741511
Wells Gray South,1988,1,0.05264747215418276,grow.seas.length,149.7827877083741
Wells Gray South,1988,1,0.05264747215418276,snow.depth,727.5080337417041
Wells Gray South,1988,1,0.05264747215418276,cooler.winter,466.9608757576023
Wells Gray South,1988,1,0.05264747215418276,warm.dry.summer,-117.0606250959429
Wells Gray South,1988,1,0.05264747215418276,start.spring,161.69451697128014
Wells Gray South,1988,1,0.05264747215418276,rain.on.snow,10.176049940602375
Wells Gray South,1988,1,0.05264747215418276,greenness,662.9342857142858
Wells Gray South,1988,1,0.05264747215418276,dist.hum_scale,-0.24936946038246038
Wells Gray South,1988,1,0.05264747215418276,dist.nat_scale,0.21207906889972625
Wells Gray South,1988,1,0.05264747215418276,dist.all_scale,-0.19225496323296312
Wells Gray South,1988,1,0.05264747215418276,dist.hum.es_scale,-0.22873550104494972
Wells Gray South,1988,1,0.05264747215418276,dist.cuts_scale,-0.14927462393206353
Wells Gray South,1988,1,0.05264747215418276,grow.seas.length_scale,0.5783119515118038
Wells Gray South,1988,1,0.05264747215418276,snow.depth_scale,0.7807997991928411
Wells Gray South,1988,1,0.05264747215418276,cooler.winter_scale,0.308237959849457
Wells Gray South,1988,1,0.05264747215418276,warm.dry.summer_scale,-0.6962889251457662
Wells Gray South,1988,1,0.05264747215418276,start.spring_scale,-0.13050637423172234
Wells Gray South,1988,1,0.05264747215418276,rain.on.snow_scale,0.16254176890543123
Wells Gray South,1988,1,0.05264747215418276,greenness_scale,0.21852535255847502
Wells Gray South,2008,1,0.2684439853757117,dist.hum,0.22135293904378167
Wells Gray South,2008,1,0.2684439853757117,dist.nat,0.01553831091054558
Wells Gray South,2008,1,0.2684439853757117,dist.all,0.23689124995432723
Wells Gray South,2008,1,0.2684439853757117,dist.hum.es,0.22135293904378167
Wells Gray South,2008,1,0.2684439853757117,dist.cuts,0.22129854588940545
Wells Gray South,2008,1,0.2684439853757117,grow.seas.length,136.0713998794927
Wells Gray South,2008,1,0.2684439853757117,snow.depth,875.1893954609529
Wells Gray South,2008,1,0.2684439853757117,cooler.winter,470.2782684428632
Wells Gray South,2008,1,0.2684439853757117,warm.dry.summer,-124.81267540870758
Wells Gray South,2008,1,0.2684439853757117,start.spring,148.45561357702385
Wells Gray South,2008,1,0.2684439853757117,rain.on.snow,12.281125527009332
Wells Gray South,2008,1,0.2684439853757117,greenness,634.707182320442
