herd,year,events,trials,dist.hum_scale,dist.nat_scale,dist.all_scale,dist.hum.es_scale,dist.cuts_scale,grow.seas.length_scale,snow.depth_scale,cooler.winter_scale,warm.dry.summer_scale,start.spring_scale,rain.on.snow_scale,greenness_scale,season.num,type.otc,type.osc,type.mnka
23,26,6,37,0.37331346698706586,-0.18464234479083647,0.31914599491943724,0.3107608690773057,0.38537740203814447,1.4898470619065518,0.8215410086857491,-0.9180637843384721,0.7335072781521567,-1.3225984374508848,0.5111448905672911,-0.060377945675673145,9,1,0,0
23,27,17,155,0.40334532970642223,-0.18546028268762313,0.3494821012906777,0.34233369217306975,0.4168165617492286,0.9421039415672818,1.4590993279476385,-0.2776715773086383,-0.7671837148504737,-0.17147270868725373,1.1363257678687504,-0.2899274119096027,9,1,0,0
23,28,13,174,0.5101450308521018,-0.05622609552148573,0.5012531886897333,0.4541485565301237,0.5281580584513805,0.2923216317559091,2.001890145413748,-0.40800300236029763,0.7972616540761124,0.16489682899474492,0.8087599779996354,0.4435138435987823,9,1,0,0
23,30,11,140,0.7125046975416031,-0.05568080359251031,0.7076745453269317,0.6662770740175276,0.7393885309477336,1.762544243967821,1.6061650814879387,-1.0907010605007428,0.3789592576835401,-1.3148171688962094,-0.004504755862872761,0.25904576501607224,9,1,0,0
23,33,12,64,0.8768802775092042,-0.1074835368464505,0.8579967440615672,0.8418592716623056,0.9142274022591159,1.21702914938556,0.7316238081813793,-1.0448419556727653,0.15820551093635063,-0.8080306781910612,0.3966752573793535,0.16144069291564006,9,1,0,0
23,35,13,57,0.9715073005716465,-0.10911941263303468,0.953895062411814,0.93955295775635,1.0115075026340254,1.5559085743764518,0.05570301972781946,-1.2125125775475158,1.6029667605650513,-0.25419799235361545,0.6576359288226719,0.1575437967120041,9,1,0,0
23,36,16,59,1.010779736434084,-0.11852569840446658,0.9907964455361115,0.9788968695189854,1.0506848521479575,1.681676786935428,0.033301853944320586,-1.4531141258130544,0.030750927549546166,-0.3346641980524966,0.8022722729953274,-0.006785360684137371,9,1,0,0
23,37,20,54,1.053872793884722,-0.11511762384784943,1.0358478273860452,1.0222373411679824,1.0938418421324656,1.5762571445906028,0.43175415479569484,-1.405309891158101,-0.8972460707265345,-1.254108930817673,0.47583866585945755,0.2002871927995279,9,1,0,0
23,38,9,50,1.0756858776043006,-0.105575015092274,1.0612486567499335,1.0444404516443029,1.1159509558544356,1.7676917517512596,0.4276055695746121,-1.3041994298418573,0.36863899512157944,-0.70976078660561015,1.4434973713981967,0.08587743996702038,9,1,0,0
23,39,13,72,1.1071837927923487,-0.11089161139866857,1.0915847631212672,1.0759244622987827,1.1473016791112502,1.5782327339317916,0.9508190063513249,-1.002021521910699,0.7424063502307607,-0.8327371023116401,0.5959841098548624,0.11600586605826024,9,1,0,0
23,41,12,65,1.1366825455227376,-0.21708721456521526,1.0863778194903444,1.1522143498950703,1.2232685938595909,1.122947194759899,-0.7545511081230317,-1.3170824238751009,0.8234841283871093,-0.5842385258886104,-0.3230503267190337,0.14195689604356554,9,1,0,0
23,43,9,76,1.1925702427104914,-0.21231591018206228,1.1449219770104007,1.2080773758514438,1.2788951239820272,1.241822795617404,0.6163861039728049,-1.3133466617357001,0.24717031663485822,-0.3569860398740456,1.611462638732227,-0.051604456048667556,9,1,0,0
23,45,8,42,1.2229130862559827,-0.3377330538414699,1.1341911453535627,1.2384068247617734,1.3090961733259154,1.9200426164454383,0.4111137489104664,-1.0534201217073795,0.18723405249452604,-1.3869642303338878,0.6124305537695205,0.23808046344051365,9,1,0,0
23,46,5,38,1.233131027713434,-0.19214010881173332,1.1929616917267223,1.2486202555807369,1.3192663656378782,1.964284842191599,-0.3018785502338771,-1.7752430393225174,1.0512044613233262,-1.0519214527280538,1.5767820939558785,0.2510344058047485,9,1,0,0
23,47,2,33,1.2420161941986703,-0.1825975000582666,1.2051866898161394,1.257501499771636,1.3281100111270356,2.6475424158396867,0.09154130175045538,-1.713517230352294,1.3291209806022939,-0.8791737049765419,1.3806984725558655,0.26208130458933104,9,1,0,0
