herd,year,est,sd,season_int,herd_num,trt
Redrock/Prairie Creek,2003,0.08533333333333333,0.03045532256983993,1,32,NA
Takla,2020,0.15625,0.0596919881219075,1,34,NA
Takla,2018,0.05405405405405406,0.03620887173281533,1,34,NA
Takla,2017,0.14285714285714285,0.06185895741317419,1,34,NA
Takla,2015,0.21818181818181817,0.05045738742958573,1,34,NA
Takla,2012,0.2222222222222222,0.05117402071909314,1,34,NA
Takla,2004,0.10909090909090909,0.02822481216372005,1,34,NA
Takla,1995,0.25,0.04841229182759271,1,34,NA
Takla,1993,0.2058823529411765,0.04465242594242417,1,34,NA
Telkwa,1996,0.3047619047619048,0.23570226039551584,1,35,NA
Telkwa,1987,0.2742857142857143,0.06176056549879613,1,35,NA
Tonquin,2004,0.1509433962264151,0.045836396047863166,2,36,NA
Tonquin,2005,0.32608695652173914,0.060021069157056885,2,36,NA
Tonquin,2006,0.29411764705882354,0.05608603466150543,2,36,NA
Tonquin,2007,0.35714285714285715,0.054963126004561824,2,36,NA
Tonquin,2008,0.1935483870967742,0.04592699979447576,2,36,NA
Tonquin,2009,0.5538461538461539,0.049462516232389245,2,36,NA
Tonquin,2010,0.1477272727272727,0.035306848074962205,2,36,NA
Tonquin,2011,0.16666666666666666,0.040662503039522215,2,36,NA
Tonquin,2012,0.2903225806451613,0.05074881523403959,2,36,NA
Tonquin,2013,0.13636363636363635,0.0485321738728696,2,36,NA
Tonquin,2014,0.38461538461538464,0.06620484352491311,2,36,NA
Tonquin,2015,0.28888888888888886,0.059514138969954326,2,36,NA
Tonquin,2016,0.1388888888888889,0.05400965709314847,2,36,NA
Tonquin,2017,0.26666666666666666,0.07173701157986272,2,36,NA
Tonquin,2018,0.3125,0.07152151690891617,2,36,NA
Tonquin,2019,0.38235294117647056,0.07088485862240662,2,36,NA
Tonquin,2020,0.1935483870967742,0.06495058598845396,2,36,NA
Tweedsmuir,2019,0.14217361585782637,0.03991474465093115,1,37,NA
Tweedsmuir,2018,0.2675026123301985,0.04356491276131163,1,37,NA
Tweedsmuir,2017,0.05760576057605761,0.02443878975965133,1,37,NA
Tweedsmuir,2016,0.10004810004810004,0.02958128516970636,1,37,NA
Tweedsmuir,2012,0.08905380333951761,0.03928047723786249,1,37,NA
Tweedsmuir,1986,0.08228571428571428,0.033184668481427114,1,37,NA
Tweedsmuir,1987,0.09309090909090909,0.027243512167558,1,37,NA
Tweedsmuir,1988,0.08145454545454545,0.026807959017177467,1,37,NA
Tweedsmuir,1990,0.1205194805194805,0.038648087906068274,1,37,NA
Tweedsmuir,1993,0.1147012987012987,0.04528758678977474,1,37,NA
Tweedsmuir,1997,0.10389610389610388,0.04133986423538423,1,37,NA
Tweedsmuir,1998,0.07480519480519479,0.03496266665604173,1,37,NA
Tweedsmuir,1999,0.07480519480519479,0.0324037034920393,1,37,NA
Tweedsmuir,2000,0.06316883116883117,0.02762796315015073,1,37,NA
Tweedsmuir,2001,0.0615064935064935,0.02518891584569454,1,37,NA
Tweedsmuir,2002,0.17537662337662335,0.03365278894953036,1,37,NA
Tweedsmuir,2003,0.1895064935064935,0.043740340548563954,1,37,NA
Tweedsmuir,2007,0.13132467532467532,0.0352608437619371,1,37,NA
Tweedsmuir,2008,0.0856103896103896,0.02810100828558767,1,37,NA
Tweedsmuir,2009,0.0615064935064935,0.031744383477285254,1,37,NA
Wells Gray North,2020,0.15428571428571428,0.025415520386179447,1,38,NA
Wells Gray North,2018,0.1875,0.02831623581139124,1,38,NA
Wells Gray North,2015,0.08609271523178808,0.02190344103935892,1,38,NA
Wells Gray North,2013,0.1320754716981132,0.025235726600929407,1,38,NA
Wells Gray North,2001,0.2125984251968504,0.03296991296687495,1,38,NA
Wells Gray North,2000,0.14728682170542637,0.02913081096853865,1,38,NA
Wells Gray North,1999,0.1796875,0.031243532029321185,1,38,NA
Wells Gray North,1998,0.12195121951219512,0.024123675855943428,1,38,NA
Wells Gray North,1997,0.07894736842105263,0.018833633826856492,1,38,NA
Wells Gray North,1996,0.12682926829268293,0.02189542293361033,1,38,NA
