i,j,lambda,lambda.lower,lambda.upper,R,R.lower,R.upper,S,S.lower,S.upper,totAdults,totAdults.lower,totAdults.upper,totN,totN.lower,totN.upper,totNMF,totNMF.lower,totNMF.upper,.width,.point,.interval,yrs,herd,trt
41,21,0.9879596705776776,0.6471207088109381,1.5609630014491245,0.14143909229168933,0.0648086272607745,0.2918916343231519,0.8826322626670198,0.7690582809870965,0.95278655813999,162,91,264,184,102,299.14999999999986,294.3515531814264,156.50846479222278,520.8857129105136,0.9,median,qi,1993,Quintette Full,Reference
41,22,1.1141167816848565,0.7352717720994665,1.8385042404187364,0.31533952322102154,0.20942622052870996,0.4364098581938616,0.8939510885244409,0.8130740085454977,0.9481725215926727,159,91,256.04999999999995,201,114,320.04999999999995,329.9674985295522,181.7750522750906,578.3716097119393,0.9,median,qi,1994,Quintette Full,Reference
41,23,0.9511254688181381,0.6396701653034009,1.5266740089452595,0.14099889506217744,0.06577234324400265,0.27046242598387266,0.8780038902975904,0.78838725772864,0.9355565701199654,179,101,287.04999999999995,199,114.94999999999999,322.2999999999997,320.4396940537481,175.13503569011723,593.9115250886556,0.9,median,qi,1995,Quintette Full,Reference
41,24,0.9448485013946397,0.6109511249373134,1.4874647959878802,0.10484548130866242,0.06889067411805753,0.15658040457689232,0.9010725608237409,0.8086513387211531,0.9580628819160891,173,101,277.04999999999995,189,110,302.04999999999995,303.8767988193431,168.01703678439904,544.7001831555344,0.9,median,qi,1996,Quintette Full,Reference
41,25,0.9794236309775085,0.6265335098599023,1.552040604059596,0.11440815608252547,0.059737646525423224,0.1747293273858178,0.8993995213730936,0.7913916755957349,0.9551503991918477,169,100.94999999999999,267.0999999999999,183,109,291.04999999999995,292.83385014147495,168.44346931200047,528.5804908931283,0.9,median,qi,1997,Quintette Full,Reference
41,26,1.0126354739355787,0.6529557355959192,1.6005444496556718,0.16710941783649633,0.12067748602081392,0.22237940722194835,0.8775737659914333,0.8105050324819505,0.9344419853293837,164,98,260,187,109,296,299.04248562464807,167.10129905759297,535.7823540292136,0.9,median,qi,1998,Quintette Full,Reference
41,27,1.010832731327981,0.6497738096071557,1.5466598690594133,0.19472850648966347,0.13623672898030917,0.25505444725710236,0.8909325196327347,0.8342791752470166,0.9398633225170657,163,98,256.0999999999999,187,114,299,307.93059730304685,174.986671804235,515.7821187706604,0.9,median,qi,1999,Quintette Full,Reference
41,28,0.9520133250328771,0.6263465662017099,1.4810026071668874,0.11631029875606211,0.0744421984225171,0.1662849063187889,0.9121530014095955,0.846662932935257,0.9582973581290041,168,101,262,184,110.94999999999999,288.04999999999995,290.5727799584621,165.41767621887738,504.8369358775003,0.9,median,qi,2000,Quintette Full,Reference
41,29,1.043019072202145,0.6784161002187076,1.5735317933763369,0.15407963640181976,0.08037190530164488,0.24369066725620217,0.884173683924106,0.7964805660354612,0.9441290260396729,167.5,102.94999999999999,262.04999999999995,189,114,291.04999999999995,301.52187401070216,168.64049990291966,523.3727196228186,0.9,median,qi,2001,Quintette Full,Reference
41,30,0.9315253670172228,0.6262691323278993,1.4370099444488371,0.10632557423444224,0.06901379978768228,0.14726053140593895,0.8505855863961742,0.7692458479083641,0.9156092919776297,166,101,250.04999999999995,180,109,275.04999999999995,280.08740736217493,167.8634864691023,496.02558490721697,0.9,median,qi,2002,Quintette Full,Reference
41,31,0.9312041210161366,0.6232825563122122,1.4694254780617977,0.12463985787674448,0.08737238981073635,0.1649941074171236,0.9491513996701734,0.9204691089799238,0.9748299754424479,152,92,234.04999999999995,167,103,261.04999999999995,266.0131877381548,152.31763541617767,458.7312892286004,0.9,median,qi,2003,Quintette Full,Reference
41,32,1.0153618631599577,0.6599393938421723,1.5913029347662115,0.0946309257725299,0.064868727816991,0.12578836906509994,0.7994770788376557,0.7105122078607107,0.8802844640976847,159,98,245.0999999999999,170,104,265.04999999999995,271.024560639203,150.5119640521162,467.87026161652034,0.9,median,qi,2004,Quintette Full,Reference
41,33,0.8833850936293772,0.5689478736936872,1.3782526507867425,0.12800497012651324,0.09159608671859537,0.1737219966253092,0.8829668871674974,0.8174532852487139,0.9417471603221435,135,84,206.04999999999995,150,91.94999999999999,232,237.90390212290964,137.6839958814902,411.0112831922217,0.9,median,qi,2005,Quintette Full,Reference
41,34,0.9428086397389956,0.6163768013473582,1.45850811361525,0.09316521974646526,0.06665909772985296,0.12657228476379487,0.9112731231796455,0.856379384173799,0.951498976141489,133,82,198,143,89,213.04999999999995,226.4209213906151,136.76129311030866,382.8665889789345,0.9,median,qi,2006,Quintette Full,Reference
41,35,0.9536979468176181,0.6144185499511833,1.4711214505261254,0.07080013422650681,0.04806416523976932,0.09643277433041834,0.9376886215853257,0.9131803886428296,0.9611228576648564,130,81,191.14999999999986,137,85,205,217.32497151297815,125.94237158434258,362.51811880813614,0.9,median,qi,2007,Quintette Full,Reference
41,36,1.0043232311182502,0.6412997690628031,1.5466499701976602,0.07406574334602284,0.05267437794757378,0.10142050271733369,0.8473888191511418,0.8009241381994163,0.8864779001058991,128.5,80,192,136,85,201.0999999999999,216.25879771417638,126.8036077516134,357.7944406175128,0.9,median,qi,2008,Quintette Full,Reference
41,37,0.9420150735455367,0.6127679523445604,1.4333935167539198,0.12316863862308691,0.08911572804117626,0.1640377434453638,0.836859674988275,0.7916116714613054,0.8807896684530915,116,73,171,127,80.94999999999999,188,201.22168187149902,123.18732080551864,337.7254918084852,0.9,median,qi,2009,Quintette Full,Reference
41,38,0.9286029275800842,0.6076395761899525,1.4429808772569317,0.12037170788429918,0.0879375048364608,0.15974897078307038,0.8117752253747604,0.7641391218441758,0.8580809199395917,107,68,155,117,76,170,188.13399352317396,112.8796604735025,311.08559210941814,0.9,median,qi,2010,Quintette Full,Reference
41,39,0.8790376090921237,0.5781060573993022,1.3576906368122963,0.11012870225285193,0.07918811094796431,0.14718108550070372,0.7861900706710558,0.7288917872383693,0.8370203848424691,96,64,137,103,69.94999999999999,150,163.72622878626703,103.11902060653745,269.1865527520217,0.9,median,qi,2011,Quintette Full,Reference
41,40,0.8315098615969413,0.5557047937294197,1.3109192320917353,0.09785821257118785,0.06908858498818891,0.13090392062323228,0.9111886879929183,0.8725679432316832,0.9451432974197519,81,55,117,88,59,125,139.42912960776613,86.18052072673643,216.49219515441044,0.9,median,qi,2012,Quintette Full,Reference
41,41,0.9917341942677349,0.6306887400229958,1.537897823978937,0.09562138375742192,0.06711276161379412,0.12917413802309832,0.7940981316339535,0.7376531386783638,0.8458675923871918,80,54.94999999999999,114,86,59,121,136.8959696130267,84.19834241061145,226.85304374711853,0.9,median,qi,2013,Quintette Full,Reference
41,42,0.8300331173028541,0.5429304121182585,1.309425949787085,0.07177623432397127,0.04584658000048984,0.10379533370772093,0.7890146714188173,0.7359196433689061,0.841564350555683,68,47,96,72,49.94999999999999,101,114.54514551586857,73.4321692036135,187.69213122962157,0.9,median,qi,2014,Quintette Full,Reference
41,43,0.9190482461171696,0.5902156516062026,1.4494362296122456,0.181611512802396,0.13550125601086416,0.23701527160617286,0.9174493984551562,0.8820860989929966,0.9495073576642064,57,40,80,66,46.94999999999999,89,105.89161721688981,69.14303723364193,162.94868755538243,0.9,median,qi,2015,Quintette Full,Reference
41,44,1.0054767015517725,0.6657131756557811,1.4934077196380764,0.1253461826085988,0.09269402241378458,0.1695534859344686,0.8536683295379018,0.7993166779101061,0.9006893628488953,60,43,81.04999999999995,66.5,47,89,107.08810115103711,69.44342195791573,162.51090472775593,0.9,median,qi,2016,Quintette Full,Reference
41,45,1.0048552409905853,0.6551282376469283,1.6151226841952415,0.20773294129305794,0.15833046449029892,0.26245983405448053,0.9274346097728554,0.8924077418436567,0.9560716020107495,57,41,76.04999999999995,66,49.94999999999999,88,107.55405244483708,74.28573803665871,157.46459042007885,0.9,median,qi,2017,Quintette Full,Reference
41,46,1.0496960604984462,0.6895694694821909,1.6322578675356363,0.18568242664139817,0.14391738483046296,0.23674523326882435,0.8479053640639665,0.7933010947430696,0.8967044346397782,61,46,81,71,54,92,113.08230124939337,78.95587034120524,166.4696925130662,0.9,median,qi,2018,Quintette Full,Reference
41,47,1.0320204469165026,0.6948199029272727,1.5673343465444238,0.23755330480819767,0.18538099517029386,0.29166484499635803,0.907534203224883,0.8694906972783444,0.9417576333069682,60,46,77,71,57,91,115.71434796633528,83.07487029825447,169.99573812896543,0.9,median,qi,2019,Quintette Full,Reference
41,48,1.0362195041768927,0.6958324880992537,1.5907191190596939,0.18243122565157488,0.13978492474063017,0.23126579648231457,0.9572007543280536,0.9416980615602427,0.9704157857965959,65,51.94999999999999,82,74,60,93,121.09479115411472,86.925800324316,174.47117015586622,0.9,median,qi,2020,Quintette Full,Reference
41,49,0.9357268033254287,0.6632063022889372,1.2550043935237356,0.17717124470486637,0.135724799016652,0.22519179377760543,0.9009552358028012,0.8545221341846753,0.9354013586156401,71,58,89.04999999999995,80,66,99,112.72313218378147,92.67973565119372,140.69803694977287,0.9,median,qi,2021,Quintette Full,Reference
41,50,1.2164633607619721,1.0169892211732157,1.463761848606156,0.23779378687908576,0.19863420772356796,0.286911813565718,0.9377477886778861,0.895804116523365,0.9679715978960219,72,59,89,85,73,103.04999999999995,138.1163291725449,116.6442134800017,167.17276924899485,0.9,median,qi,2022,Quintette Full,reducewolves
41,51,1.01046056921698,0.857564107842377,1.1973857187108006,0.24108959399209867,0.19988706180188612,0.28504813373046045,0.9278026874996483,0.8210832572269896,0.9734971177942052,80,67,97.04999999999995,94,79,114,139.68303241013146,116.46382718162504,171.33826250976358,0.9,median,qi,2023,Quintette Full,reducewolves
40,1,1,1,1,0.1,0.1,0.1,0.8944022482742056,0.8019875371261046,0.951311386409074,149.68621255185758,36.54651112241932,291.4455442550124,213.24983688246328,107.60949877221877,365.38277984568714,361.1048048302025,177.18738594157495,639.35343941025894,0.9,median,qi,1973,Wolverine,Reference
40,2,0.9666747044672466,0.6354689731957585,1.5015051784130282,0.17572100591301218,0.104518607783128,0.2734130311628332,0.8922348497923591,0.8059694462228177,0.9501425834813442,189,96,324.04999999999995,215,110,370,353.7823423520599,164.3527870797999,636.243468870099,0.9,median,qi,1974,Wolverine,Reference
40,3,0.9896833994583694,0.6488662012331222,1.5066878246694342,0.17315506044940934,0.1055129795551333,0.2822910653722956,0.8915566071783523,0.7919715134968587,0.9540921972181123,191,98.94999999999999,328.04999999999995,216.5,112,375.04999999999995,343.87742315634307,171.94533864425244,653.1247321894554,0.9,median,qi,1975,Wolverine,Reference
40,4,0.9867068481306538,0.6861861283400136,1.5490499278872916,0.17826211033675674,0.10731587146204488,0.27751080313179904,0.8953645414414956,0.8023118413769905,0.9522183122027389,189.5,98,330.04999999999995,216,114,372.04999999999995,348.11579519163706,170.31362353386658,661.1978451263412,0.9,median,qi,1976,Wolverine,Reference
40,5,1.0134002101169006,0.6701136241534158,1.6020161710276186,0.17568372658412934,0.10253536944653813,0.2781917673596398,0.893110303436925,0.7940668820551319,0.9581420908065416,191.5,101.94999999999999,327.04999999999995,221,116,375,356.58334496427995,170.50062457100955,675.7633547975249,0.9,median,qi,1977,Wolverine,Reference
40,6,1.0219899360669378,0.6596999224088821,1.5733260563698501,0.17638940184173585,0.10868690690527207,0.27580768548480916,0.8922097343096369,0.7944043622608921,0.9554850720195638,195,106,331.04999999999995,223.5,121,380.04999999999995,361.5846454683009,180.99139493770622,688.1487467726646,0.9,median,qi,1978,Wolverine,Reference
40,7,1.0003310470452924,0.6551127340869247,1.574375759341255,0.17399999204422673,0.1048791668655813,0.27761720917331123,0.8939703123669707,0.8028792345139486,0.951382735329369,197,107.94999999999999,341.04999999999995,224,121.94999999999999,385.04999999999995,356.4464619159131,191.50855472832868,668.9922640665646,0.9,median,qi,1979,Wolverine,Reference
40,8,1.0152451581965853,0.672059002816963,1.5796959668072923,0.17711356624206764,0.10663862520386451,0.2773690207906827,0.894086546883599,0.7913408168569132,0.9515767575939473,199.5,108.94999999999999,339.14999999999986,227.5,126.94999999999999,391.04999999999995,366.22326111170025,192.38793109281872,687.400911802607,0.9,median,qi,1980,Wolverine,Reference
40,9,1.0085335763119434,0.6566093340094208,1.5421419333768411,0.17922777360011016,0.10486882023505517,0.2849622569928848,0.8953429718502535,0.7909660934447886,0.9548973694400877,199,112.94999999999999,343.0999999999999,227.5,128.95,393,369.4111516077216,192.41929593934083,673.9920945512478,0.9,median,qi,1981,Wolverine,Reference
40,10,1.0204602111897079,0.6657613121205918,1.573715348366044,0.17876570721156057,0.10585776026180042,0.28262014146128034,0.8923402146038918,0.789043978126805,0.9508154933033091,203,113,340,231,129,398.0999999999999,377.4990201965518,196.57973020835092,722.5803646080258,0.9,median,qi,1982,Wolverine,Reference
40,11,1.0010811238191017,0.6585482957242261,1.5091949818915475,0.17477996657744113,0.1062801484306774,0.26870266106437224,0.8915896257852035,0.7893897461060401,0.9527370407013277,202.5,114.94999999999999,341.14999999999986,233,131,388.04999999999995,378.50221637551,194.23883397851392,705.124347594465,0.9,median,qi,1983,Wolverine,Reference
40,12,1.0627757042626471,0.7285146733665119,1.6973157475045237,0.24765403874213204,0.17099386207316375,0.3404435775511229,0.8851233321996876,0.780826809892125,0.9502606639791215,206.5,116,345,250,137.95,415.04999999999995,400.69499697518205,221.26834655286626,728.7335713451049,0.9,median,qi,1984,Wolverine,Reference
40,13,0.979301447544232,0.646347398579049,1.518769726320017,0.1740546851779727,0.10384239904144878,0.27318307014162513,0.8537368782673104,0.7240964569177022,0.9300004274160336,216.5,123,362,246,141,413.04999999999995,397.5589330738039,218.86144436782558,723.0829183679535,0.9,median,qi,1985,Wolverine,Reference
40,14,0.9075886795755397,0.6063430612845051,1.4469375535051783,0.14448463993490462,0.09318213673491546,0.19701407116012468,0.9010571860411036,0.8317276908480963,0.9541380017487774,207,119,333,229.5,135.95,372.04999999999995,363.6070450971354,199.031488039838,663.8055876455862,0.9,median,qi,1986,Wolverine,Reference
40,15,1.030428496563313,0.6969074728282335,1.5972250988901284,0.16642224941014216,0.12249866676629621,0.21640714712818282,0.8622701667414556,0.750276689365395,0.9343821740481275,205,122,330.0999999999999,234,136,369.0999999999999,380.6059238332119,209.6072286323324,661.7135818716164,0.9,median,qi,1987,Wolverine,Reference
40,16,0.9917769658524225,0.6361178157762211,1.4835331332056454,0.189195912887003,0.14624167405720087,0.2315156458939313,0.8933062835647765,0.7968498818437839,0.9567613014007545,201,120,309.04999999999995,232,139.95,354.04999999999995,376.3069228231635,213.2118827888699,602.780532092289,0.9,median,qi,1988,Wolverine,Reference
40,17,0.9545610054325504,0.6415129845711036,1.4472055052459674,0.12406137851925167,0.082994733934252,0.1784581641471453,0.878155216887351,0.7603120218576928,0.9450595246148175,204,128,314,223,141,338.0999999999999,358.3065896616366,211.35702289584205,583.6573279006423,0.9,median,qi,1989,Wolverine,Reference
