V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,sim,herd_num,draw
343.030303030303,340.460013983625,346.5587183171486,336.87925938530987,337.3025888028425,343.9430717268789,336.7171824513252,327.31139160273085,330.83901846070086,345.5085137760593,349.3901731306132,344.42425622823566,342.9593483420434,354.6788462797915,345.4081517312295,362.14916032741763,363.836224496967,355.4102454616976,360.6039572419992,371.18633421029267,378.1423259511429,375.1931011958633,384.7096078512673,392.17742909004517,400.34311147642717,390.38024093243854,401.21690914828275,414.9694735466554,415.20122556711175,401.1324868712621,420.16547893340214,424.943494630671,427.84736334782747,432.4700199787277,440.56035138036265,439.7332807224174,432.90087729364006,437.24713191689943,451.0395266503632,446.16130832636816,444.03938676765824,444.66983801346834,436.5554697107874,429.67036258091343,437.17488107733163,447.4486332194455,449.94004306134707,452.30254797574145,451.36682010650236,451.9890425097044,447.14061809761563,Climate+Disturbance,1,7049
343.030303030303,342.38481422301123,351.8754295383765,340.6961463255083,319.654373445152,325.94952041194756,317.78782191411557,307.90135435090116,308.6813126670981,318.9409495422394,316.9245037524424,309.4945609674055,299.0313207620339,299.8261232159629,301.9855855684071,306.89681150281143,306.43489905489236,298.090424257914,301.3139963323913,311.66847450548573,316.0328479983988,322.6405838115884,324.2294686616265,324.3105460962496,327.97534380901317,322.8399141272737,337.5559394301859,339.8734187210867,340.6822180670243,324.0981068510458,329.3891222521707,333.4797540625367,339.1134736952935,335.0629819878924,332.455435668548,332.1000010246952,324.68501099917,327.6321381566273,343.00289331912944,343.1269946428594,340.681223397566,351.1103529718312,352.9899212740465,344.4408665770872,344.97835492486837,351.1575134504582,352.80187467160255,361.32111023495844,367.0954693165364,359.791090585559,344.06348766709107,Climate+Disturbance,2,7049
343.030303030303,338.35142777968247,345.1395843958077,337.2814746249833,330.509256244075,333.6107483927139,326.9876085141537,319.3066446059802,325.3125539317433,340.05174744513,338.6241766058676,327.3800343826968,324.61008668707,331.3948882941889,320.51012110981105,330.62019511838054,332.51083867592246,321.58399259625344,315.8970914721406,314.1223082088825,304.8427875573821,295.0921108837617,286.2840214746017,276.6140608250276,271.23910436513603,252.6045268742397,250.31734407439131,241.19663605382132,229.5442177436194,214.50086310570862,209.42404045895702,196.72985654424755,185.42716589689084,177.0340071703966,169.69907099275358,156.90211341092294,141.57092876971325,130.4199507554559,123.00084367571121,109.87254619106511,96.15856803164671,86.82353303607933,75.28949255295495,64.49612485903782,58.55337909156629,52.17295567590731,45.222233021393976,40.63317186522894,35.90577583228033,31.585886938146338,26.026352512613265,Climate+Disturbance,3,7049
343.030303030303,342.0939887838418,349.64886730706877,332.60003915259045,315.205677935077,319.7895406486223,310.9875292427637,302.86943448718836,299.90728269945294,309.44726536932853,307.9307423837804,299.7751677852423,291.006530376598,295.2374530942411,292.30777401029144,297.827687490752,293.3954197901861,283.8491567466825,287.5301056423526,295.87941456523606,297.3607046207532,297.576626014121,297.9741286697856,300.17670517079415,304.3496317147448,298.06444248924555,308.1035623795773,310.9207322399578,310.0386191057251,292.3412539505089,299.174480038117,299.31908777891925,303.3321408160568,300.0840927762968,299.2021499482781,297.85076059274434,291.2248578441342,292.42397264553415,303.08641196664564,302.34300121240926,300.2487036588319,307.20384050551553,303.6310715589024,299.1617842555454,299.6135853199928,306.33058809045616,303.4949911115078,306.8190555926438,309.71375068008075,301.954054753163,291.14701022877034,Climate+Disturbance,4,7049
343.030303030303,340.3676743335857,339.82847944045005,322.35074850055526,310.37973049411016,301.36459618419997,284.9247374998736,273.51152089862626,270.8233402590922,280.62767868854127,280.08686586218465,261.2566634717259,258.9995207171307,259.7136623017135,244.07185093264445,250.22986405707357,251.71188084574726,244.14422595213532,240.86710799290313,238.91472217539706,238.55700166853381,235.07644422700074,232.75918224603336,230.1263463701158,227.67083242489304,219.14830606572238,221.91272073035697,219.6204545536377,215.26240930094093,206.83600116846094,206.84437081003443,199.13023451060755,193.7061379383805,194.0489474994542,190.42868534573307,184.81258015407673,178.6619445481915,175.84254822257918,173.7236145613792,162.1218418464274,155.8027286788162,149.28510293757097,139.39145273829402,127.88352167976109,125.40854357138721,116.66506348071556,110.04461449000148,101.99297050271197,95.9042522597041,91.06323517095917,83.63367478540566,Climate+Disturbance,5,7049
343.030303030303,338.25753775309545,337.40076376391295,315.20639226281367,286.24554310192303,283.8740333191114,268.6507601774381,255.8091948428966,251.1085422901085,258.73232856944304,256.1294497478088,240.67223572571942,228.38507770972967,227.76099006302482,220.34065568299775,221.33784946450317,219.05367187340067,208.8613200329957,205.7994592829235,206.00851343362538,202.47407326456718,200.7370947094734,196.628318299598,190.51173014414948,187.58543398550566,180.60323609276094,183.149623613499,176.50516559391852,169.57748778351709,154.6500784326337,154.8532617099074,145.53185179519107,141.4188230480903,135.34629187666002,128.49518158006697,121.74159634280363,112.82756954905227,108.01295239848302,106.75312418030245,100.43759160667068,93.98228672047819,91.35090609988492,85.62777276540238,78.89135211067469,75.05991874530808,72.40999318229346,67.24923910404354,64.49896510045535,62.12781795152826,56.83076558914261,51.15942425162417,Climate+Disturbance,6,7049
343.030303030303,337.75271565659716,338.4831120134247,316.3618070245973,292.91872763655647,282.8884415233889,267.1966983012296,250.86123582806397,241.69684989156957,243.00909797973347,235.58674714286357,219.19190431005407,213.14191591248985,214.83095608189197,203.24487860221416,199.28929175023222,195.63470219300763,186.59583171294716,182.42006772586055,177.29649781093642,171.98620895839036,165.90240151960708,160.48321927734656,156.52230303342645,153.3951460713927,149.87828361373883,147.91788759423588,140.9188308556083,134.3516939429775,126.74858173063743,123.359852210216,120.06260292041569,118.92158566651823,115.92528595055369,112.35508539075617,108.50796828841511,103.19262412529226,98.1766191454745,96.85904886251265,90.375425465423,87.97491571867069,84.22186160064348,80.50142438029759,74.1164017847219,69.98888703251107,65.6865519237917,63.02089261111023,60.48676262740557,58.316122146095275,56.279158643822356,51.85403244089889,Climate+Disturbance,7,7049
343.030303030303,343.9892588452123,345.36920939149076,339.230002481371,333.70877588581527,332.2595701782209,323.8027805356579,317.4534921084931,318.28948697640095,326.365096300766,324.66077301728,308.1180876928942,311.1059260681476,314.8339961512185,306.870602993856,311.84427931495054,314.06826179191256,309.6392801068729,310.7292217738868,310.9859909087173,307.4475597224726,304.7407354736769,301.94904727195586,299.4901098620964,296.89063039100387,291.8370140915131,297.6624641090006,296.2342839175673,289.80792491521714,280.71575504113537,282.7171771047944,277.3473780593582,274.26188018511306,269.72131318735705,266.69973245495544,260.671146353133,252.9240695200059,249.01878082193366,247.25387155223834,238.56515591786774,232.72720693255474,228.10264976655247,215.68234356776023,205.10695832398898,199.4777914616133,191.28683313098244,187.71662845485312,183.15885321423886,180.8183417090624,175.0758419649513,168.77235177775972,Climate+Disturbance,8,7049
343.030303030303,336.3300326047636,335.07066921076057,311.62871956929155,286.4763227644092,282.6006589550941,268.1514668552696,253.5288366864017,248.4520752282915,255.38171898201952,250.39666988716803,234.83822745144403,223.58701408370024,223.75345203787725,215.03807551280076,216.00381433337463,212.91090317442945,200.56133264789838,195.30042156808554,193.5343381085168,187.5517968520391,182.85022832473325,177.87761285347273,171.1595120992929,167.1697282994847,156.26400232868275,155.50443192374792,147.58694167299188,138.7905937064993,124.41412393794153,122.268292879703,111.86981981726206,106.99158237341722,101.01170514468816,94.74664585401014,87.95640068861306,79.55157399170722,74.4296148670629,71.9666365334887,65.65361575367943,59.98885583893747,55.56508844532639,50.378190575218355,45.346879423906856,42.06862057009165,39.405176262121834,35.430861464731876,32.862880360296316,30.523214816569222,27.077732582155456,23.306558871503682,Climate+Disturbance,9,7049
343.030303030303,336.3562109797374,332.12715544944143,309.24278300018256,279.1325317416415,275.7466062362673,259.00074970539066,243.18817365605622,237.94224982213933,245.13624255138512,239.403480423129,223.5101455911378,210.87696040064264,208.75373620456318,200.49156641892807,199.84996567875254,197.92786753046664,188.94790799418837,183.7288951975015,181.93195157614548,177.73163536951984,175.5945278924298,171.25747643379586,164.063920981857,160.54849247618023,153.30653472824633,154.17262737849464,147.23342038527977,140.28435104335725,127.75381015989561,127.3568789009411,119.18348601233829,114.8053557332156,110.79425501932627,105.81934989410476,100.75734341703375,94.35196837202746,90.95525735598089,90.16398413426913,85.89412721255505,81.28872028642547,79.7061100410275,75.82226340311922,70.01085893897248,67.10890113394494,65.21645712638019,61.36610903178461,59.08122334253491,56.602828901280446,52.34593137935698,47.15783741772476,Climate+Disturbance,10,7049
