i,j,lambda,lambda.lower,lambda.upper,R,R.lower,R.upper,S,S.lower,S.upper,totNMF,totNMF.lower,totNMF.upper,.width,.point,.interval,yrs,herd,trt
40,28,1.0238118227251836,0.6849348310075268,1.5474280683070138,0.2518151075228219,0.23528770573302346,0.2684271328219661,0.8233139201436471,0.8107828915365414,0.8334743227708764,512.0966628192722,361.2358511322002,729.8471469954284,0.9,median,qi,1997,Wolverine,Reference
40,29,0.9340574094159941,0.6376297731935141,1.4084715352203143,0.33422149269363954,0.3241580721810042,0.344482321130444,0.8332776690241073,0.8247066582944295,0.8408056317757929,471.3217027888833,343.5121929255323,714.1974012547317,0.9,median,qi,1998,Wolverine,Reference
40,30,0.993397838482668,0.6322292754720017,1.5656187020034245,0.22493988481684066,0.21037374807272097,0.23896050963791482,0.8433906471224046,0.8336784486400931,0.8525262280303488,475.23128466955416,343.82731970542216,692.6052651304225,0.9,median,qi,1999,Wolverine,Reference
40,31,0.9817596677534449,0.6357689825869328,1.4865452790956213,0.35741537896995823,0.33965680372984275,0.3774117777653357,0.8294336284919706,0.8189714251412448,0.8373595138740059,468.7303420996601,339.13854703936295,668.4874350568632,0.9,median,qi,2000,Wolverine,Reference
40,32,0.9749406880983496,0.6446959002076655,1.5086650656979914,0.3558583225692705,0.3379314414855525,0.3764967437185788,0.8295071841239154,0.8196854446895148,0.837450943951621,458.16785146101233,337.39786240471534,643.0469991036092,0.9,median,qi,2001,Wolverine,Reference
40,33,0.9602170243927256,0.6610600771490918,1.4517579961026805,0.3554939268372851,0.33612279322444494,0.3767151399937323,0.8287709105908829,0.8198448905203772,0.83652158345857,440.0135349948463,325.3309893770433,629.0064119341267,0.9,median,qi,2002,Wolverine,Reference
40,34,0.9858141559696545,0.6660823895428142,1.5601488583764334,0.23856860656653067,0.22216982170165886,0.2541922042709251,0.8280885255223422,0.8164987643509805,0.8365494528740262,440.9565969262974,330.0626611834242,627.8772460143681,0.9,median,qi,2003,Wolverine,Reference
40,35,0.9705376383873138,0.6409496024985366,1.4671445230002964,0.35985744704051376,0.34183811380315843,0.37951097188341537,0.8228998104306545,0.8099471530212365,0.8327933661887276,430.4905842658285,323.0596757106919,586.7485942760243,0.9,median,qi,2004,Wolverine,Reference
40,36,0.9993920225792217,0.6393706053745806,1.4993894180333995,0.23005888463121993,0.21502708151380373,0.24442048031796929,0.8335403306409834,0.8245153181606283,0.841495923126934,422.32814965190386,323.0767494272085,573.4234303498513,0.9,median,qi,2005,Wolverine,Reference
40,37,0.9891679101301041,0.6558702413352779,1.5605094105114052,0.2203854920679431,0.20453431105122968,0.23486928516023206,0.8374693166160547,0.8298588572823467,0.8459497468466386,417.8052891749153,327.7070292622258,600.7357011485678,0.9,median,qi,2006,Wolverine,Reference
40,38,0.9815209018978222,0.694378591353581,1.2652166348220615,0.33258687378363094,0.31357994235000136,0.3516690421562837,0.8364195202066715,0.8246859254788192,0.846982745278722,408.57216313387335,380.30402371113934,447.21363879414656,0.9,median,qi,2007,Wolverine,Reference
40,39,0.9333228085616935,0.8533979030688121,1.023300228129566,0.33875565257762913,0.3194892938039189,0.359921444630138,0.8316272976605916,0.8235974135039321,0.8389701252114474,380.96981492136047,354.1910358839513,415.9651468930344,0.9,median,qi,2008,Wolverine,Reference
40,40,1.0309750498281074,0.9338724008760378,1.1328086908248565,0.3141486462129814,0.29465625054373507,0.3350067482311083,0.8448199877406926,0.8358250040341988,0.8538902407947482,390.52963647838027,378.6227853077007,419.3649458488392,0.9,median,qi,2009,Wolverine,Reference
40,41,0.9064234421555175,0.8413200679846999,0.9887009919651077,0.3321195096152076,0.3151679607008054,0.349804513341482,0.8316742522605405,0.8203505080933353,0.841436137426603,353.6095665522116,341.6759696608009,386.64666746434966,0.9,median,qi,2010,Wolverine,Reference
40,42,0.9951663951870442,0.7591212700809331,1.3779192701270175,0.2215597902519601,0.2065054953670462,0.23638033574823103,0.831255313667009,0.819922338527345,0.8410374585380358,357.19852604404457,273.0389981716694,507.36232933515583,0.9,median,qi,2011,Wolverine,Reference
40,43,0.9590001812009779,0.6404021502419526,1.4646309012670233,0.21239876576181843,0.19815843301227404,0.22656382785513074,0.8370258513367059,0.8306335076415086,0.8439329735917204,342.89965398884385,265.63106952890286,491.3729871011426,0.9,median,qi,2012,Wolverine,Reference
40,44,0.9759721213365393,0.664872349841801,1.5039792081088545,0.21832468350768086,0.20334596695399446,0.233075398765709,0.8293647974398131,0.8198526093989328,0.8378522312719051,341.96242551403174,252.34511912208424,482.188677140344,0.9,median,qi,2013,Wolverine,Reference
40,45,0.9536277620590032,0.6481387490685595,1.3791297522317947,0.20375352191785812,0.189782783277222,0.217596723744512,0.843250058222692,0.8358020567939342,0.851433235331816,325.107239897454,249.4489670043202,460.297245205148,0.9,median,qi,2014,Wolverine,Reference
40,46,0.9811401731785898,0.6606604720466246,1.448785528581181,0.20774704229565846,0.1936126380436381,0.22112978942288575,0.8406317885509492,0.8325963908608915,0.8483221384815771,318.4601639953556,240.93140012999123,459.3852278650141,0.9,median,qi,2015,Wolverine,Reference
40,47,1.065589049397098,0.7442936016775582,1.4486969486324897,0.2048156942942978,0.18996284714469272,0.21942906974734963,0.8392088739995534,0.8310212338223321,0.8476356564001835,338.690286636609,296.1556872733771,406.45138861991575,0.9,median,qi,2016,Wolverine,Reference
40,48,0.8831754774267048,0.65842736915964,1.2079204038244138,0.20722960643004423,0.19312014104014755,0.22184164775276444,0.8379917504121301,0.8304206901197696,0.8454442406632883,301.57589131103975,232.35490948837048,413.955159001467,0.9,median,qi,2017,Wolverine,Reference
40,49,0.8975098875751835,0.6586463560947268,1.1600416800462323,0.1992679154818454,0.18477116915764835,0.21369206076450695,0.842323892153736,0.8329950736207271,0.852297714040517,269.12282118071937,243.33905702458983,300.97639627320893,0.9,median,qi,2018,Wolverine,Reference
40,50,0.9934940440284088,0.8779390245109814,1.115807284236648,0.19591425291300035,0.18122237733934565,0.21025394821874116,0.8462050686712497,0.8360784978772503,0.8567675912413578,265.88132895607606,254.4101228838163,285.12639050236754,0.9,median,qi,2019,Wolverine,Reference
40,51,1.0170525445650065,0.7688694089640908,1.4556716599540127,0.20590853290326466,0.1916414570003063,0.21995765263902986,0.8377506678766249,0.8307908508597482,0.8455108450382218,272.76970836285744,203.97874323535166,392.30510105160624,0.9,median,qi,2020,Wolverine,Reference
39,1,1,1,1,0.1,0.1,0.1,0.8413966843864072,0.83197914664052,0.8520306339959167,227.32721301112178,176.39550755219642,314.54582016192853,0.9,median,qi,1970,Wells Gray South,Reference
39,2,1.0319333617628623,0.678651893830341,1.8055954609604559,0.252169784395303,0.23429541947504412,0.27065586297994426,0.8358197849076271,0.8213967825418297,0.8501583457190368,240.5874913106355,168.92042857817114,376.9243994249929,0.9,median,qi,1971,Wells Gray South,Reference
39,3,1.0138811579900966,0.6272804749111242,1.6313684282122882,0.2545190180227065,0.2354437440846195,0.2745760870592959,0.8356017239784271,0.8220217189532073,0.8491258358836555,240.51376747669696,176.7535852669331,391.538842407548,0.9,median,qi,1972,Wells Gray South,Reference
39,4,1.0108446192392424,0.6707271837640487,1.6187743845729372,0.24630577632087253,0.2311535926876547,0.26210616257112446,0.8395680281156296,0.8304380144313347,0.8489316305760088,243.7946976350491,175.97897958818362,403.0539321534917,0.9,median,qi,1973,Wells Gray South,Reference
39,5,1.0129060476508847,0.6785376407196269,1.5201306892230917,0.25011130472306375,0.23242376247763152,0.2684532303014133,0.83791736205863,0.823930603461717,0.8514040976736945,250.91608974143773,178.28746690967742,379.069994477546,0.9,median,qi,1974,Wells Gray South,Reference
39,6,0.9975743433978443,0.6941591020474253,1.558741751527327,0.2549793378044399,0.23862808089496487,0.2717817309361209,0.8323030421769622,0.8211085547061361,0.8426247462619564,251.603483442885,179.9069051831515,417.4098506439491,0.9,median,qi,1975,Wells Gray South,Reference
39,7,1.0269154045462523,0.6896349041303448,1.62886013089572,0.2598405081063451,0.2429734688967925,0.2785679805535302,0.8301535663371302,0.8180557649215251,0.841696237438871,261.44720118790474,180.6035247631049,417.61709249104314,0.9,median,qi,1976,Wells Gray South,Reference
39,8,0.973497251302164,0.6389592076188793,1.4976108657725182,0.23917622205345868,0.22344895786977537,0.2553302611134036,0.8438068557002316,0.8312838842205905,0.8572135530633881,256.92903551602245,181.33763125680412,399.90062640202655,0.9,median,qi,1977,Wells Gray South,Reference
39,9,1.0099397796390996,0.7036188705229124,1.5607144860455913,0.25072658325263314,0.23487622536846414,0.2661400195765809,0.8349225275197023,0.8262992896654651,0.8430521819685485,260.751604890197,180.06454534846114,414.8964250387868,0.9,median,qi,1978,Wells Gray South,Reference
39,10,1.0082244666127167,0.6865864820254659,1.5527267238253892,0.25747045577227745,0.24068646189560802,0.2748302112535316,0.8303854815222658,0.81950492805255,0.840675230362251,270.2599648430313,181.71423594964702,432.18379650572655,0.9,median,qi,1979,Wells Gray South,Reference
39,11,0.9878620460466161,0.684997501987011,1.6181761102532704,0.2426491111178487,0.22675506363529377,0.2584465149967622,0.8397962205123077,0.8293698294148362,0.8494793803214747,267.11508497422915,185.88897726395248,439.56300840929123,0.9,median,qi,1980,Wells Gray South,Reference
39,12,1.0119870945457894,0.6596146845624941,1.550918616698215,0.23644637703326785,0.2194026605944651,0.25537531338748626,0.8500424740327974,0.8357655262034553,0.8648925040016089,275.4023585693683,183.64145663136856,427.9404406957694,0.9,median,qi,1981,Wells Gray South,Reference
39,13,1.0054270400914718,0.6606289517576472,1.5966124268535973,0.23392354985492808,0.21677815763671016,0.25147033452827083,0.8487566352216982,0.8351407784863392,0.8618631479079168,273.0329885609639,182.31442418415443,450.45813185640816,0.9,median,qi,1982,Wells Gray South,Reference
39,14,1.023008884856638,0.6635448960114645,1.614297425548182,0.25159332525832584,0.23456233190012882,0.26896967809819966,0.8336771650056598,0.819698019304881,0.8461890651400199,284.60056468733745,193.22492264097335,468.5170398132782,0.9,median,qi,1983,Wells Gray South,Reference
39,15,0.9938034161770484,0.6405487569778925,1.5435854561717341,0.2410758255813568,0.22496613327585138,0.25743636041562395,0.8409039339649969,0.8293413791482996,0.8527234332551553,283.74237718735947,195.75408245670522,466.80627622278837,0.9,median,qi,1984,Wells Gray South,Reference
39,16,1.0342229803853122,0.6934331087087611,1.5313280444754607,0.2482720069393818,0.23157106140972905,0.2659179395989925,0.8348624823580677,0.8242723192284696,0.8449165758372058,292.2655371183287,197.0437268910142,456.17071470059125,0.9,median,qi,1985,Wells Gray South,Reference
39,17,0.9861699142993852,0.6568601723713605,1.5536838819087093,0.23050785332170848,0.21569900226440358,0.24499778814934772,0.8471216749590627,0.8381279957405218,0.8563200806062932,291.91792677088637,196.47304349548895,453.8378347095218,0.9,median,qi,1986,Wells Gray South,Reference
39,18,1.0060475848909807,0.6843563591224838,1.5510307174726163,0.23076159012307296,0.2151580073729613,0.245186321382275,0.8462288097727007,0.8367318039007334,0.8557451804320866,296.7918428790089,196.12076336463048,488.2640276476993,0.9,median,qi,1987,Wells Gray South,Reference
39,19,1.0239445507823666,0.6610869385677975,1.5478093612954102,0.24085397713689924,0.22548931175839634,0.25751302531560955,0.8392660917391954,0.8305702843571329,0.8477696990548962,301.8915464493202,210.4306258254941,476.786877487977,0.9,median,qi,1988,Wells Gray South,Reference
39,20,1.007940913936201,0.6766066358496284,1.49433022505126,0.23706746778775672,0.2224108603545403,0.25281392407877273,0.8381835000387559,0.8298125323904287,0.8463339461111449,304.2658538588537,202.22851753204142,483.583384505838,0.9,median,qi,1989,Wells Gray South,Reference
39,21,0.9886890224642244,0.6750580307575347,1.4655100956850795,0.23875075464293166,0.2233600790019273,0.2557740017653395,0.8339588625380958,0.8235263298521128,0.8437685767806149,300.94971119825175,204.19034550288995,484.7867184956483,0.9,median,qi,1990,Wells Gray South,Reference
39,22,1.000372843001181,0.6785358162696364,1.5481229072913798,0.23265573822946276,0.21778243250004709,0.2487051734922079,0.8387177955321865,0.8299987387241597,0.8472902801703859,306.86429814879915,200.43606528179595,471.76620732042323,0.9,median,qi,1991,Wells Gray South,Reference
39,23,0.9793065810129715,0.6784887470998536,1.4636125531460402,0.2336930885455677,0.21782307095342474,0.2501743785732807,0.8369182121115892,0.824288456529481,0.8494291109786765,302.3269656345203,201.0488273226486,456.82618439473157,0.9,median,qi,1992,Wells Gray South,Reference
39,24,0.9989651839767706,0.6663732696608461,1.482729888392621,0.22600915559244994,0.21141136096987082,0.2402026881547137,0.8408775956356609,0.8330907704063125,0.8478411413239686,299.1768745926124,197.327005629644,466.23380319833046,0.9,median,qi,1993,Wells Gray South,Reference
39,25,0.9952637836048328,0.6731511406481954,1.591822889721851,0.21332369645170057,0.19733019533638516,0.23036309584623627,0.8518365079058275,0.8365819624365294,0.8680112032347013,301.03794963471,203.8640002984456,488.9557630406328,0.9,median,qi,1994,Wells Gray South,Reference
39,26,0.9540818172117637,0.6449065380923956,1.4612647027471772,0.3134484259154048,0.29905454559876776,0.32812467079859753,0.8444648944879882,0.8360631062337781,0.8525080427091534,289.472218995645,198.48998586267567,439.4018707446793,0.9,median,qi,1995,Wells Gray South,Reference
39,27,1.0182900511643063,0.6843576964789514,1.5963598493944366,0.2403215258467862,0.22308342293844902,0.25852280332128197,0.8293715590323747,0.8158544238108789,0.8425458103599152,294.45316513100204,202.5656195313131,465.92102895123617,0.9,median,qi,1996,Wells Gray South,Reference
39,28,0.9900041319611922,0.6573504726513751,1.4667760572926365,0.23675384345567402,0.221407100908309,0.25347496065349984,0.8290925895544521,0.8186025052523195,0.8400594295811799,295.9569033717835,199.09890222553227,446.3846257401451,0.9,median,qi,1997,Wells Gray South,Reference
39,29,0.973706190381101,0.6598630314287761,1.4710885959263256,0.2209438338081727,0.20606822077297798,0.2369495836674059,0.839866538319855,0.8290645106755349,0.8509817459948621,285.92549286310486,200.5708370202541,441.46995240048227,0.9,median,qi,1998,Wells Gray South,Reference
39,30,0.9441438267626459,0.6302457119979961,1.432648779029659,0.3070298544590649,0.2875934587071254,0.32445166728836417,0.8454971726834575,0.834285953157959,0.8567972838685414,272.1846692131393,186.91764884795887,413.9232101497809,0.9,median,qi,1999,Wells Gray South,Reference
39,31,1.0035943437870216,0.6778507237457339,1.6012042118418721,0.2365777250584895,0.21851681151627544,0.25497096212156306,0.8248098904705565,0.8073913291128565,0.8413856157987046,279.7820419327158,193.19407902558027,421.8187129948346,0.9,median,qi,2000,Wells Gray South,Reference
39,32,0.9827586863739805,0.6536618278071126,1.4633316751112104,0.2250881585457225,0.2100669073015049,0.23997544208468335,0.8320678818461817,0.8239353332338225,0.840467893717527,273.8041735946612,189.66357376586504,403.72365144255076,0.9,median,qi,2001,Wells Gray South,Reference
39,33,0.98341274517853,0.6452042182937873,1.5749620000886018,0.22122359638163835,0.20463686746301393,0.23826672795432632,0.8393567183924959,0.8270758626250059,0.8515788595876034,272.1751875966098,187.41325188743863,423.2309001415436,0.9,median,qi,2002,Wells Gray South,Reference
39,34,0.9754347798053677,0.6523788357372873,1.5214203086019065,0.2231620091675487,0.2088617341774932,0.23771644505558265,0.8346586965790728,0.8275284514151348,0.8415710368752344,272.89466039341903,187.3921347001156,400.1019373952435,0.9,median,qi,2003,Wells Gray South,Reference
39,35,0.9864469718504911,0.6545751181888254,1.4705753209550008,0.21680785987561968,0.2027687963031807,0.23112859028567767,0.8380395177144413,0.8294484645516945,0.8458700806347617,268.7989230560082,188.9149043878102,397.1901164215328,0.9,median,qi,2004,Wells Gray South,Reference
39,36,0.998573255013776,0.6624710502969537,1.499596316143321,0.22318678879470744,0.20812500023330016,0.23951160952968845,0.8349703075199555,0.8257035074355475,0.8451145749090941,263.0404087163772,193.8570194842236,384.14710907108883,0.9,median,qi,2005,Wells Gray South,Reference
39,37,0.918725705272726,0.6513446546156229,1.3032797234437863,0.3016166716348262,0.2869592613316053,0.31891118127528323,0.8418012530735475,0.8305293342241695,0.8542552190439012,244.53595541435095,215.4933758152009,287.2439424163881,0.9,median,qi,2006,Wells Gray South,Reference
39,38,1.0094827251109733,0.721271797978709,1.513162874187399,0.2172346335383411,0.2029060439348068,0.23286198941891792,0.8391073495656762,0.8311720347309985,0.8476551876165097,247.84688616555866,178.61690712553664,363.38713228988786,0.9,median,qi,2007,Wells Gray South,Reference
39,39,1.000861044278637,0.6628455870945774,1.442459020994978,0.3167517817591491,0.301491481578107,0.33347837449422496,0.8298174722302789,0.8182380816738184,0.8408037753172958,248.84341163691926,201.1440398508462,320.09700411075795,0.9,median,qi,2008,Wells Gray South,Reference
39,40,0.9135807328982911,0.6454151965950687,1.3621951602389752,0.20793201615211998,0.19225770986435256,0.2232542075322282,0.8444347741363201,0.8350073517874151,0.8546208661782134,227.87945649490277,166.95597561208783,338.49037529531,0.9,median,qi,2009,Wells Gray South,Reference
39,41,0.9609710472411113,0.6341489492891177,1.4396467965570405,0.3054395778269687,0.29526026231818764,0.3168112155798994,0.8345136242777804,0.8263483345551554,0.8420015591686637,219.16875236603033,162.48083383120056,314.87813514427205,0.9,median,qi,2010,Wells Gray South,Reference
39,42,0.9513120629819473,0.6661781975460169,1.3225085042631224,0.31581008491207063,0.30207832299237664,0.3311827027022065,0.8283978658166942,0.8180468170408347,0.8395038147523481,208.1669811072038,182.47375952890852,248.8690687994811,0.9,median,qi,2011,Wells Gray South,Reference
39,43,0.9597519831072385,0.6802747060902525,1.3810338164219664,0.21862628446412086,0.202199194767234,0.2371455701023834,0.8354855072486547,0.8227181635911339,0.848690577594965,203.8510921676909,144.17037431395138,288.44575472287676,0.9,median,qi,2012,Wells Gray South,Reference
39,44,0.8017815660731249,0.569439897487422,1.1129175332752945,0.3140538373403321,0.2979928476232301,0.33231855431399565,0.8289474200648181,0.8156781838155317,0.8425582671128863,160.29367436055466,130.1706311633235,200.61128539954484,0.9,median,qi,2013,Wells Gray South,Reference
39,45,1.16910325928922,0.8473301138949909,1.782384029819955,0.20507097154124493,0.19102414904130754,0.21975623098980396,0.843649770332729,0.8358592108180186,0.8513806827333429,188.16954047281763,137.8118590194379,285.38033919487975,0.9,median,qi,2014,Wells Gray South,Reference
39,46,0.9506477455006767,0.6099503207644512,1.4499967277047832,0.28662961095587436,0.2727334200855788,0.3007401849462564,0.8494139630073374,0.8398745823759368,0.8584744384658778,179.06975869963821,127.99874744252014,278.2378122534469,0.9,median,qi,2015,Wells Gray South,Reference
39,47,1.0381040727392628,0.6491581149895996,1.6113405702392083,0.20934790164564687,0.19381519098428496,0.22735736309665944,0.8415307092424702,0.8309876458286093,0.8530303710562449,186.99693782887,133.32128944494363,282.06895646633666,0.9,median,qi,2016,Wells Gray South,Reference
39,48,1.087387546158498,0.7098630533893614,1.5494011229199978,0.30634016956185905,0.28857098433529627,0.3250685492660062,0.8380821422611444,0.8276514262100567,0.8497682431677365,203.1919378889811,167.46899686483175,246.71943821230502,0.9,median,qi,2017,Wells Gray South,Reference
39,49,0.8420369508190864,0.6050144030662035,1.209650131461818,0.289950606109788,0.27455448956500655,0.3040640874055137,0.8432418656249275,0.8299596366207621,0.8562456248846646,171.83974313517274,123.58812518852599,243.7483887871127,0.9,median,qi,2018,Wells Gray South,Reference
39,50,0.9088740294538533,0.6238392110781152,1.2791495554431211,0.2837033000352636,0.2705064011524133,0.29720637964730806,0.8494879576368195,0.8398149359705849,0.8591315690979998,153.6064336683645,125.39977273332553,205.65074899733833,0.9,median,qi,2019,Wells Gray South,Reference
39,51,1.0808971184078962,0.8198085531180884,1.352969611371691,0.30378194621750887,0.2873803942710653,0.321591360899025,0.8366160076129261,0.8270345369818308,0.8460757103759421,165.2682538927297,142.40994367184092,201.39249760539326,0.9,median,qi,2020,Wells Gray South,Reference
38,1,1,1,1,0.1,0.1,0.1,0.841310485986517,0.8321144279718388,0.8511364619729384,261.1826320778115,202.67664727048228,362.1001749236803,0.9,median,qi,1970,Wells Gray North,Reference
38,2,1.0437509322563474,0.6917969369193034,1.6553830743462552,0.2487105514287712,0.2329401850657801,0.26546128418167547,0.8369425926025456,0.825553675135511,0.8471527788135526,273.37869559837293,201.60743005783198,415.1431343883995,0.9,median,qi,1971,Wells Gray North,Reference
38,3,1.0048225687352548,0.6819047466326066,1.6237355378285223,0.2489959526385664,0.23385826933434345,0.26519276331171737,0.8368548422323754,0.8282927931771734,0.8456680362364161,277.3715219844664,201.06693826354956,409.2970908762405,0.9,median,qi,1972,Wells Gray North,Reference
